ack_id,plan_name_clean,sponsor_name,amt_mutual_funds,staged_total,gap_amt,gap_pct
20251010175723NAL0013648400003,BAIRD PROFIT SHARING & SAVINGS PLAN,"ROBERT W. BAIRD & CO., INC.",1578105448.00,1125420736.00,452684712.00,29.00
20251010151746NAL0007932225001,"M. C. DEAN, INC. 401(K) PLAN",MC DEAN INC,451091338.00,0.00,451091338.00,100.00
20251006125332NAL0001864467001,THE F.W. WEBB COMPANY SAVINGS & PROFIT SHARING PLAN,F.W. WEBB COMPANY,450404714.00,0.00,450404714.00,100.00
20251009122352NAL0003563667001,"ANALYSIS GROUP, INC. EMPLOYEE SAVINGS PLAN","ANALYSIS GROUP, INC.",447645138.00,0.00,447645138.00,100.00
20251012112850NAL0000093459001,SAINT LUKE'S RETIREMENT BALANCE AND MATCHING PLAN,SAINT LUKE'S HEALTH SYSTEM,446374959.00,0.00,446374959.00,100.00
20260720080203NAL0011357568001,ASSOCIATED BANC-CORP 401(K) AND EMPLOYEE STOCK OWNERSHIP PLAN,ASSOCIATED BANC-CORP,446365337.00,0.00,446365337.00,100.00
20251010084645NAL0017446226001,PITNEY BOWES INC. 401(K) PLAN,PITNEY BOWES INC.,443493079.00,0.00,443493079.00,100.00
20250910115910NAL0021146865001,THE 401(K) SAVINGS PLAN,BERKSHIRE HATHAWAY AUTOMOTIVE INC.,443227712.00,0.00,443227712.00,100.00
20260710080100NAL0000893043001,SEMPRA SAVINGS MASTER TRUST,SEMPRA,442746070.00,0.00,442746070.00,100.00
20260708085747NAL0026041680001,AMERICAN MEDICAL ASSOCIATION RETIREMENT & SAVINGS PLAN,AMERICAN MEDICAL ASSOCIATION,442315053.00,0.00,442315053.00,100.00
20251013153754NAL0000784979001,FERMI NATIONAL ACCELERATOR LABORATORY TAX SHELTERED ANNUITY PLAN,"FERMI RESEARCH ALLIANCE, LLC",566008964.00,124299933.00,441709031.00,78.00
20251010160923NAL0012971440001,"ENTEGRIS, INC. 401(K) RETIREMENT SAVINGS PLAN","ENTEGRIS, INC.",440588222.00,0.00,440588222.00,100.00
20251009115215NAL0003540883001,NAVICENT HEALTH 403(B) RETIREMENT SAVINGS PLAN,"NAVICENT HEALTH, INC.",502577205.00,62214595.00,440362610.00,88.00
20251008095017NAL0005364081001,COMPASS GROUP RETIREMENT PLAN,"COMPASS GROUP USA, INC.",439487517.00,0.00,439487517.00,100.00
20251003094150NAL0001205777001,"WATSCO, INC. PROFIT SHARING RETIREMENT PLAN AND TRUST","WATSCO, INC.",439414222.00,0.00,439414222.00,100.00
20260724162125NAL0023714354001,BOSTON SCIENTIFIC CORPORATION 401(K) RETIREMENT SAVINGS PLAN,BOSTON SCIENTIFIC CORPORATION,436380747.00,0.00,436380747.00,100.00
20251015120008NAL0002255187001,HSBC - NORTH AMERICA (U. S.) TAX REDUCTION INVESTMENT PLAN,HSBC NORTH AMERICA HOLDINGS INC.,436114491.00,0.00,436114491.00,100.00
20260113110445NAL0014111793001,FOX ROTHSCHILD LLP RETIREMENT SAVINGS PLAN,FOX ROTHSCHILD LLP,435404114.00,0.00,435404114.00,100.00
20250731143420NAL0013468018001,"KAISER ALUM INV CO HOURLY SAV AND INV PLAN, KAISER ALUM INV CO SAVINGS AND INV PLAN, AND THE KAISER ALUM WARRICK, LLC SAV AND INV PLAN MT",KAISER ALUMINUM INVESTMENTS COMPANY,434975448.00,0.00,434975448.00,100.00
20251009121835NAL0010926176001,YALE UNIVERSITY TAX-DEFERRED 403(B) SAVINGS PLAN,YALE UNIVERSITY,434932614.00,0.00,434932614.00,100.00
20251014162421NAL0004515312001,INTACT USA RETIREMENT SAVINGS PLAN,INTACT SERVICES USA LLC,433377608.00,0.00,433377608.00,100.00
20251014225606NAL0003681185001,BNP PARIBAS 401K SAVINGS PLAN,BNP PARIBAS,432685686.00,0.00,432685686.00,100.00
20260717140006NAL0004644035001,F.N.B. CORPORATION PROGRESS SAVINGS 401(K) PLAN,F.N.B. CORPORATION,432522160.00,0.00,432522160.00,100.00
20251009164644NAL0003767011001,VERICAST CORP. 401(K) PLAN,VERICAST CORP.,432229737.00,0.00,432229737.00,100.00
20250929100558NAL0012035056001,STATE STREET SALARY SAVINGS PROGRAM,STATE STREET CORPORATION,431638122.00,0.00,431638122.00,100.00
20251015092934NAL0002082723001,"ALERA GROUP, INC. SAVINGS PLAN","ALERA GROUP, INC.",431329243.00,0.00,431329243.00,100.00
20251209102447NAL0003446401001,DORSEY & WHITNEY 401(K) RETIREMENT AND SAVINGS PLAN,DORSEY & WHITNEY LLP,588146422.00,158541938.00,429604484.00,73.00
20250815111923NAL0012751440001,"GRAPHIC PACKAGING INTL., LLC MASTER TRUST","GRAPHIC PACKAGING INTERNATIONAL, LLC",429390820.00,0.00,429390820.00,100.00
20250730121541NAL0002334083001,POMONA VALLEY HOSPITAL MEDICAL CENTER RETIREMENT SAVINGS PLAN,POMONA VALLEY HOSPITAL MEDICAL CENTER,450959099.00,21581729.00,429377370.00,95.00
20251009101916NAL0010748048001,HENSEL PHELPS SALARY RETIREMENT PLAN,HENSEL PHELPS CONSTRUCTION CO.,428696153.00,0.00,428696153.00,100.00
20250813101443NAL0012523056001,FAIRWAY MORTGAGE CORP. SAVINGS & INVESTMENT PLAN,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,427691920.00,0.00,427691920.00,100.00
20260715154504NAL0004527778005,"PLUMBERS' RETIREMENT SAVINGS FUND, LOCAL 130, U.A.","BOARD OF TRUSTEES FOR THE PLUMBER'S RETIREMENT SAVINGS FUND, LOCAL 130",427300522.00,0.00,427300522.00,100.00
20251014161053NAL0001665395001,OWENS CORNING SAVINGS PLAN,OWENS CORNING,426844365.00,0.00,426844365.00,100.00
20251015095409NAL0008606082005,ELEVATOR CONSTRUCTORS UNION LOCAL 1 ANNUITY AND 401K FUND,BD OF TEES OF ELEVATOR CONSTRUCTORS UNION LOCAL NO. 1 ANNUITY & 401K F,426079966.00,0.00,426079966.00,100.00
20260715202432NAL0003564497001,CORECIVIC 401(K) PLAN,"CORECIVIC OF TENNESSEE, LLC",425011014.00,0.00,425011014.00,100.00
20250912085342NAL0000708739001,MOLINA SALARY SAVINGS PLAN,"MOLINA HEALTHCARE, INC.",424979752.00,0.00,424979752.00,100.00
20250930101132NAL0005432355001,"COREBRIDGE FINANCIAL, INC. RETIREMENT SAVINGS 401(K) PLAN","COREBRIDGE FINANCIAL, INC.",424670975.00,0.00,424670975.00,100.00
20251014081658NAL0005032642001,SKF USA INC. 401(K) RETIREMENT AND SAVINGS PLAN,SKF USA INC.,423879121.00,0.00,423879121.00,100.00
20250922101013NAL0002088099001,RESOURCES GLOBAL PROFESSIONALS 401(K) SAVINGS PLAN,RESOURCES CONNECTION LLC,423159474.00,0.00,423159474.00,100.00
20250808094746NAL0004561009001,BRYAN HEALTH RETIREMENT SAVINGS PLAN,BRYAN HEALTH,423054912.00,0.00,423054912.00,100.00
20251121152400NAL0015327874001,MASTER TRUST FOR ALRO STEEL CORPORATION,ALRO STEEL CORPORATION,422602224.00,0.00,422602224.00,100.00
20251009132035NAL0003940995001,QUESTCO COMPANIES RETIREMENT PLAN,"QUESTCO HOLDINGS, INC.",422491248.00,0.00,422491248.00,100.00
20250926155537NAL0004086979001,"DUNCAN AVIATION, INC. 401(K) RETIREMENT PLAN","DUNCAN AVIATION, INC.",422024132.00,0.00,422024132.00,100.00
20251001161140NAL0018041507001,"EQUINIX, INC. 401(K) PLAN",EQUINIX,421897987.00,0.00,421897987.00,100.00
20250930144920NAL0005550099001,SEATTLE UNIVERSITY EMPLOYEES RETIREMENT PLAN,SEATTLE UNIVERSITY,421373454.00,0.00,421373454.00,100.00
20260316130345NAL0001075907001,"JAMES HARDIE BUILDING PRODUCTS, INC. RETIREMENT PLAN","JAMES HARDIE BUILDING PRODUCTS, INC.",421207876.00,0.00,421207876.00,100.00
20250905142527NAL0010629427001,DIAGEO NORTH AMERICA INC 401K MASTER TRUST,"DIAGEO NORTH AMERICA, INC.",420451141.00,0.00,420451141.00,100.00
20260630134507NAL0011314819001,NORTHWESTERN OHIO PLUMBERS AND PIPEFITTERS RETIREMENT AND TRUST,BOARD OF TRUSTEES NORTHWESTERN OHIO PLUMBERS AND PIPEFITTERS,419066183.00,0.00,419066183.00,100.00
20251003115628NAL0000840019001,U.S. DEFINED CONTRIBUTION PLAN TRUST,"MARS, INCORPORATED",419061252.00,0.00,419061252.00,100.00
20260629164729NAL0011985409001,BROWN AND CALDWELL SAVINGS PLAN,BROWN AND CALDWELL,413882431.00,0.00,413882431.00,100.00
20251009121414NAL0015470930001,YALE UNIVERSITY MATCHING RETIREMENT PLAN,YALE UNIVERSITY,413695161.00,0.00,413695161.00,100.00
20251222160024NAL0005377683001,FREDRIKSON & BYRON PA PROFIT SHARING PLAN,FREDRIKSON & BYRON PA,413235287.00,0.00,413235287.00,100.00
20260708140943NAL0020169617001,"AIR PRODUCTS & CHEMICALS, INC. RETIREMENT SAVINGS PLAN","AIR PRODUCTS AND CHEMICALS, INC.",411916025.00,0.00,411916025.00,100.00
20260415165701NAL0011902147001,BALLAD HEALTH 401(A) PLAN,BALLAD HEALTH,432279377.00,20749964.00,411529413.00,95.00
20250924102119NAL0008498752001,THE ODP CORPORATION RETIREMENT SAVINGS PLAN,"ODP INTERNATIONAL, LLC",410236654.00,0.00,410236654.00,100.00
20251001153041NAL0014474272002,COMMUNICATIONS WORKERS OF AMERICA SAVINGS AND RETIREMENT TRUST,THE BOARD OF TRUSTEES OF THE COMMUNICATIONS WORKERS OF AMERICA -,409882077.00,0.00,409882077.00,100.00
20251006151116NAL0003908849001,IAICU MULTIPLE EMPLOYER PLAN,IOWA INDEPENDENT HIGHER EDUCATION RESEARCH FOUNDATION,428612765.00,19784993.00,408827772.00,95.00
20251002084241NAL0000160195001,PFIZER SAVINGS PLAN,PFIZER INC,1247268133.00,838470000.00,408798133.00,33.00
20260715105513NAL0001986451001,"APPLIED RESEARCH ASSOCIATES, INC. 401(K) PROFIT SHARING PLAN & TRUST","APPLIED RESEARCH ASSOCIATES, INC.",408547727.00,0.00,408547727.00,100.00
20251014110009NAL0001255027008,EVERSOURCE 401K PLAN,EVERSOURCE ENERGY SERVICE COMPANY,408514892.00,0.00,408514892.00,100.00
20250812170605NAL0018664450001,KEYCORP 401K SAVINGS PLAN,KEYCORP,405435742.00,0.00,405435742.00,100.00
20260724155502NAL0019750896001,"NORTH MISSISSIPPI HEALTH SERVICES, INC. 403(B) PLAN","NORTH MISSISSIPPI HEALTH SERVICES, INC.",404775191.00,0.00,404775191.00,100.00
20260625153946NAL0007329475001,KNIFE RIVER CORPORATION 401(K) RETIREMENT PLAN,KNIFE RIVER CORPORATION,404366455.00,0.00,404366455.00,100.00
20251013145704NAL0001567697001,"AVERITT EXPRESS, INC. PROFIT SHARING AND 401(K) PLAN","AVERITT EXPRESS, INC.",404123249.00,0.00,404123249.00,100.00
20251015202023NAL0007262224001,LAKELAND REGIONAL MEDICAL CENTER 403(B) PLAN,LAKELAND REGIONAL MEDICAL CENTER,403943043.00,0.00,403943043.00,100.00
20251006123629NAL0009268594001,KAMAN CORPORATION 401K PLAN,KAMAN CORPORATION,413181816.00,11099020.00,402082796.00,97.00
20250922162531NAL0012786050001,SCHOOLSFIRST FEDERAL CREDIT UNION 401(K) RETIREMENT PLAN,SCHOOLSFIRST FEDERAL CREDIT UNION,401694251.00,0.00,401694251.00,100.00
20260706082306NAL0015408131001,HANCOCK WHITNEY CORPORATION 401(K) SAVINGS PLAN,HANCOCK WHITNEY CORPORATION,400817441.00,0.00,400817441.00,100.00
20250909165359NAL0020434401001,EPIC SYSTEMS CORPORATION 401(K) PLAN,EPIC SYSTEMS CORPORATION,398594392.00,0.00,398594392.00,100.00
20251008102255NAL0002916339001,MSA RETIREMENT SAVINGS PLAN,"MSA WORLDWIDE, LLC",396778289.00,0.00,396778289.00,100.00
20251015075926NAL0008253058001,ATLANTICARE 403(B) RETIREMENT PLAN,ATLANTICARE REGIONAL MEDICAL CTR,396131692.00,0.00,396131692.00,100.00
20260701105354NAL0013581745001,"ADTRAN, INC. 401(K) RETIREMENT PLAN","ADTRAN, INC.",395912909.00,0.00,395912909.00,100.00
20251008200949NAL0005959889001,AMERICAN CAST IRON PIPE COMPANY MASTER TRUST,AMERICAN CAST IRON PIPE COMPANY,395288866.00,0.00,395288866.00,100.00
20260722143456NAL0016008592001,PERRIGO COMPANY PROFIT-SHARING AND INVESTMENT PLAN,PERRIGO COMPANY,395216026.00,0.00,395216026.00,100.00
20251014135730NAL0006289314001,NORTHBAY HEALTHCARE 403(B) RETIREMENT PLAN,NORTHBAY HEALTH,393247178.00,0.00,393247178.00,100.00
20251006092006NAL0003408225001,O'NEAL STEEL 401(K) PLAN,"O'NEAL STEEL, INC.",392607106.00,0.00,392607106.00,100.00
20260630125347NAL0016180272001,WORTHINGTON DEFERRED PROFIT SHARING PLAN MASTER TRUST,"WORTHINGTON ENTERPRISES, INC",391632423.00,0.00,391632423.00,100.00
20251008150349NAL0003376291001,REYNOLDS AMERICAN DEFINED BENEFIT MASTER TRUST,REYNOLDS AMERICAN INC.,387928392.00,0.00,387928392.00,100.00
20251010120305NAL0018459090001,NEW YORK INSTITUTE OF TECHNOLOGY DEFINED CONTRIBUTION RETIREMENT PLAN,NEW YORK INSTITUTE OF TECHNOLOGY,387673271.00,0.00,387673271.00,100.00
20251013094138NAL0000451187001,"HUNT CONSOLIDATED, INC. FIDELITY THRIFT PLAN","HUNT CONSOLIDATED, INC.",387052411.00,0.00,387052411.00,100.00
20260715140328NAL0002265443001,"FORRESTER RESEARCH, INC. 401(K) PLAN & TRUST",FORRESTER RESEARCH INC,386543383.00,0.00,386543383.00,100.00
20260506121048NAL0002340544001,"GORDON FOOD SERVICE, INC. PROFIT SHARING PLAN","GORDON FOOD SERVICE, INC.",386036945.00,0.00,386036945.00,100.00
20250829121626NAL0019400496001,ALLEGHENY TECHNOLOGIES INCORPORATED MASTER TRUST,ATI INC.,385843440.00,0.00,385843440.00,100.00
20260714071539NAL0000767267002,QUARLES & BRADY LLP RETIREMENT PLAN,QUARLES & BRADY LLP,384503669.00,0.00,384503669.00,100.00
20260723130430NAL0016499792001,"MAGELLAN HEALTH, INC. RETIREMENT SAVINGS PLAN","MAGELLAN HEALTH, INC.",383733901.00,0.00,383733901.00,100.00
20251015152807NAL0006609344001,"DIGITAL INSURANCE, LLC 401(K) PLAN","DIGITAL INSURANCE, LLC.",383513616.00,0.00,383513616.00,100.00
20260721123718NAL0015543266001,TEXAS MUTUAL INSURANCE COMPANY RETIREMENT SAVINGS PLAN,TEXAS MUTUAL INSURANCE COMPANY,382996664.00,0.00,382996664.00,100.00
20260415101211NAL0019669761001,MONEY PURCHASE PENSION PLAN OF WAKE FOREST UNIVERSITY HEALTH SCIENCES,WAKE FOREST UNIVERSITY HEALTH SCIENCES,382150046.00,0.00,382150046.00,100.00
20251007113924NAL0007828000001,"SCHENKER, INC. 401(K) SAVINGS AND INVESTMENT PLAN","SCHENKER, INC",381617926.00,0.00,381617926.00,100.00
20251007151720NAL0004968113001,COMMUNITY FOUNDATION OF NORTHWEST INDIANA 403(B) RETIREMENT PLAN,"COMMUNITY FOUNDATION OF NORTHWEST IN, INC.",381499721.00,0.00,381499721.00,100.00
20260722134855NAL0012339233001,SNAP-ON INCORPORATED 401K SAVINGS PLAN,SNAP-ON INCORPORATED,381401640.00,0.00,381401640.00,100.00
20251015121500NAL0009526194001,RWJBARNABAS HEALTH 401(K) SAVINGS PLAN,RWJBARNABAS HEALTH,380955929.00,0.00,380955929.00,100.00
20251014135915NAL0003091473001,BLACKSTONE 401(K) SAVINGS PLAN,BLACKSTONE ADMINISTRATIVE SERVICES PARTNERSHIP LP,422536763.00,41597700.00,380939063.00,90.00
20260701161711NAL0011630691001,COLUMBIA BANK 401(K) AND PROFIT SHARING PLAN,"COLUMBIA BANKING SYSTEM, INC.",380491101.00,0.00,380491101.00,100.00
20251218190542NAL0012309634001,VANTIVA 401(K) PLAN,"VANTIVA USA SHARED SERVICES, INC.",380435724.00,0.00,380435724.00,100.00
20251013164750NAL0001619553001,EPICOR SOFTWARE 401(K) SAVINGS PLAN,EPICOR SOFTWARE CORPORATION,379572796.00,0.00,379572796.00,100.00
20251014183911NAL0004732656001,"VENETIAN LAS VEGAS GAMING, LLC 401(K) PLAN","VENETIAN LAS VEGAS GAMING, LLC",378806185.00,0.00,378806185.00,100.00
20251212124343NAL0008231521001,MUFG BANK LTD. 401(K) PLAN,"MUFG BANK, LTD.",377039747.00,0.00,377039747.00,100.00
20260701150051NAL0013798257001,THE HUNTINGTON 401(K) PLAN,HUNTINGTON BANCSHARES INCORPORATED,375211169.00,0.00,375211169.00,100.00
20251013143920NAL0000728147001,NOV INC. 401(K) PLAN,NOV INC.,375189864.00,0.00,375189864.00,100.00
20251013140532NAL0001464049001,MIDWESTERN UNIVERSITY RETIREMENT PLAN,MIDWESTERN UNIVERSITY,405049902.00,30056032.00,374993870.00,93.00
20251015191523NAL0011175346001,MEDAMERICA 401(K) PROFIT SHARING PLAN FOR EMPLOYEES OF VITUITY,"MEDAMERICA, INC.",1652514353.00,1278461853.00,374052500.00,23.00
20250910165243NAL0021348305001,PILGRIM'S PRIDE RETIREMENT SAVINGS PLAN,PILGRIM'S PRIDE CORPORATION,372737474.00,0.00,372737474.00,100.00
20251015193624NAL0005744705001,NUVANCE HEALTH 401(K) RETIREMENT SAVINGS PLAN,NUVANCE HEALTH,372426873.00,0.00,372426873.00,100.00
20260115162033NAL0016598545001,GOULSTON & STORRS 401(K) PROFIT SHARING PLAN AND TRUST,GOULSTON & STORRS PC,372361062.00,0.00,372361062.00,100.00
20251014140815NAL0004197904001,WESTINGHOUSE ELECTRIC COMPANY SAVINGS PLAN,WESTINGHOUSE ELECTRIC COMPANY LLC,368643377.00,0.00,368643377.00,100.00
20250818122946NAL0001189905001,SCRIPPS RETIREMENT AND INVESTMENT PLAN,E.W. SCRIPPS RETIREMENT & INVESTMENT PLAN COMMITTEE,368328827.00,0.00,368328827.00,100.00
20250930144701NAL0011814241001,OXY MRT CONSOLIDATED,THE OCCIDENTAL PETROLEUM CORP MASTER RETIREMENT PLAN TRUST,367554989.00,0.00,367554989.00,100.00
20251015132514NAL0002360851001,ABINGTON MEMORIAL HOSPITAL 403(B) RETIREMENT SAVINGS PLAN,ABINGTON MEMORIAL HOSPITAL,366307311.00,0.00,366307311.00,100.00
20250911180122NAL0000376067001,W.R. BERKLEY CORPORATION PROFIT SHARING PLAN,W.R. BERKLEY CORPORATION,365920928.00,0.00,365920928.00,100.00
20251015125830NAL0006165104001,COCA-COLA SOUTHWEST BEVERAGES 401(K) PLAN,COCA-COLA SOUTHWEST BEVERAGES LLC (CCSWB),365247178.00,0.00,365247178.00,100.00
20250926070723NAL0011521907001,"BLUETRITON BRANDS, INC. 401(K) SAVINGS PLAN",BLUETRITON BRANDS INC,364080108.00,0.00,364080108.00,100.00
20251007210454NAL0004989073001,AON SAVINGS PLAN,AON CORPORATION,362194009.00,0.00,362194009.00,100.00
20251014185916NAL0007188274001,ASPENTECH 401(K) SAVINGS PLAN,ASPENTECH CORPORATION,413542140.00,52563136.00,360979004.00,87.00
20251015103424NAL0002152275001,COZEN OCONNOR PROFIT SHARING PLAN A,COZEN O'CONNOR,360665878.00,0.00,360665878.00,100.00
20250926133749NAL0009453089001,THE MITRE CORPORATION QUALIFIED RETIREMENT PLAN,THE MITRE CORPORATION,1256375012.00,897007190.00,359367822.00,29.00
20260630170346NAL0022347778001,COLLEGE OF THE HOLY CROSS 403(B) DEFINED CONTRIBUTION & GROUP SUPPLEMENTAL RETIREMENT PLAN,TRUSTEES OF THE COLLEGE OF THE HOLY CROSS,359141122.00,0.00,359141122.00,100.00
20251010191741NAL0004474195001,"MATSON, INC. MASTER TRUST","MATSON, INC.",359003620.00,0.00,359003620.00,100.00
20251103121431NAL0007744001001,"RED BULL NORTH AMERICA, INC. RETIREMENT INCOME PLAN","RED BULL NORTH AMERICA, INC.",358516281.00,0.00,358516281.00,100.00
20251014210105NAL0003605745001,"OGLETREE, DEAKINS, NASH, SMOAK & STEWART 401(K) SAVINGS PLAN","OGLETREE, DEAKINS, NASH, SMOAK & STEWART, P.C.",379945350.00,21621103.00,358324247.00,94.00
20260701154242NAL0024229314001,FIRSTSERVICE RESIDENTIAL 401(K) PLAN,"FIRSTSERVICE RESIDENTIAL, INC.",358018638.00,0.00,358018638.00,100.00
20250915133235NAL0000748611001,THE 401K PLAN,"HEALTH CARE SERVICE CORPORATION, A MUTUTAL LEGAL RESERVE CO.",357737209.00,0.00,357737209.00,100.00
20250826133544NAL0004486115001,"ENSIGN SERVICES, INC. 401(K) RETIREMENT SAVINGS PLAN","ENSIGN SERVICES, INC.",356085151.00,0.00,356085151.00,100.00
20251015153516NAL0005296561001,FANATICS 401(K) RETIREMENT PLAN,"FANATICS HOLDINGS, INC.",355383882.00,0.00,355383882.00,100.00
20251013072221NAL0000897105001,STATE EMPLOYEES' CREDIT UNION RETIREMENT SAVINGS PLAN,STATE EMPLOYEES CREDIT UNION,355025370.00,0.00,355025370.00,100.00
20251013150921NAL0003314802001,"PETCO ANIMAL SUPPLIES STORES, INC. 401K PLAN","PETCO ANIMAL SUPPLIES, INC.",354820534.00,0.00,354820534.00,100.00
20251015100439NAL0005897584001,FISHER & PHILLIPS LLP SAVINGS AND PROFIT SHARING PLAN,FISHER & PHILLIPS LLP,354015708.00,0.00,354015708.00,100.00
20251009082920NAL0011056848001,BLESSING CORPORATE SERVICES EMPLOYEES SAVINGS PLAN,BLESSING CORPORATE SERVICES,353371913.00,0.00,353371913.00,100.00
20251015122503NAL0002285555001,JEFFERSON HEALTH NEW JERSEY 403(B) PLAN,KENNEDY HEALTH SYSTEM,385652955.00,33179467.00,352473488.00,91.00
20251014075905NAL0001093891001,EDGEWELL PERSONAL CARE 401(K) PLAN,EDGEWELL PERSONAL CARE COMPANY,351716211.00,0.00,351716211.00,100.00
20251014123713NAL0005857282001,ILLINOIS INDEPENDENT COLLEGES AND UNIVERSITIES MULTIPLE EMPLOYER PLAN,GOVERNING COMMITTEE OF THE ILLINOIS INDEPENDENT COLLEGES AND UNIVERSI,351638672.00,0.00,351638672.00,100.00
20250912091706NAL0000833025001,ENTERPRISE 401(K) PLAN,ENTERPRISE PRODUCTS COMPANY,350957164.00,0.00,350957164.00,100.00
20251015122707NAL0009210354001,ADELPHI UNIVERSITY DEFINED CONTRIBUTION RETIREMENT PLAN,ADELPHI UNIVERSITY,350665637.00,0.00,350665637.00,100.00
20260626161611NAL0009461841001,TELEFLEX 401(K) SAVINGS PLAN,TELEFLEX INCORPORATED,350602752.00,0.00,350602752.00,100.00
20251015160639NAL0002722371001,LOCAL 804 I.B.T. AND LOCAL 447 I.A.M. - UPS MULTI-EMPLOYER RETIREMENT PLAN,BD OF TRUSTEES LOC. 804 & LOC. 447 MULTI-EMPLOYER RET. PLAN,350406229.00,0.00,350406229.00,100.00
20251009103653NAL0011267456001,PERATON CORP. RETIREMENT SAVINGS PLAN,"PERATON, INC.",350084242.00,0.00,350084242.00,100.00
20250818192734NAL0001535137001,KB HOME 401(K) SAVINGS PLAN,KB HOME,349815730.00,0.00,349815730.00,100.00
20260724095853NAL0015200193001,TORAY 401(K) SAVINGS PLAN,"TORAY PLASTICS AMERICA, INC.",348284172.00,0.00,348284172.00,100.00
20250926113436NAL0003986499001,"NOVOLEX HOLDINGS, LLC 401(K) PLAN","NOVOLEX HOLDINGS, LLC",347974297.00,0.00,347974297.00,100.00
20260724152505NAL0012788643001,"NORTH MISSISSIPPI HEALTH SERVICES, INC. EMPLOYER SAVINGS PLAN","NORTH MISSISSIPPI HEALTH SERVICES, INC.",346478570.00,0.00,346478570.00,100.00
20250925110710NAL0007590545002,LAWRENCE & MEMORIAL HOSPITAL 401(K) PLAN,"LAWRENCE & MEMORIAL HOSPITAL, INC.",345945289.00,0.00,345945289.00,100.00
20260715143504NAL0003213633001,GOODWIN PROCTER LLP PARTNERSHIP PROFIT SHARING SAVINGS PLAN,GOODWIN PROCTER LLP,345015951.00,0.00,345015951.00,100.00
20250929161818NAL0005132835001,NELNET 401(K) PLAN,"NELNET, INC.",344215980.00,0.00,344215980.00,100.00
20251015122717NAL0002287331001,SHEET METAL WORKERS LOCAL UNION NO. 28 ANNUITY FUND,BOARD OF TRUSTEES OF SMW LU NO. 28 ANNUITY FUND,343086656.00,0.00,343086656.00,100.00
20260713163201NAL0000469105001,AMERICAN MARITIME OFFICERS DEFINED CONTRIBUTION PLAN,BOARD OF TRUSTEES AMERICAN MARITIME OFFICERS DEFINED CONTRIBUTION PLAN,343003970.00,0.00,343003970.00,100.00
20251013144028NAL0001444737001,BUCHANAN INGERSOLL & ROONEY PC RETIREMENT SAVINGS PLAN,BUCHANAN INGERSOLL & ROONEY PC,342742907.00,0.00,342742907.00,100.00
20260716161558NAL0004667457001,TRIPADVISOR RETIREMENT SAVINGS PLAN,TRIPADVISOR LLC,341872036.00,0.00,341872036.00,100.00
20251005144445NAL0002675377001,ENERGIZER 401(K) PLAN,"ENERGIZER HOLDINGS, INC.",341237697.00,0.00,341237697.00,100.00
20250930125542NAL0019455282001,"IMPERIAL BAG & PAPER CO., LLC EMPLOYEE BENEFIT PLAN","IMPERIAL BAG & PAPER CO., LLC",340990735.00,0.00,340990735.00,100.00
20251015132704NAL0002484851001,COHERENT CORP. 401(K) PROFIT SHARING PLAN,COHERENT CORP.,340950189.00,0.00,340950189.00,100.00
20251014110147NAL0001256851001,SONY USA 401(K) PLAN,SONY CORPORATION OF AMERICA,339307409.00,0.00,339307409.00,100.00
20251001144438NAL0031893042001,"THE ANDERSONS, INC. RETIREMENT SAVINGS INVESTMENT PLAN","THE ANDERSONS, INC.",338987896.00,0.00,338987896.00,100.00
20251015132524NAL0009462242001,JEFFERSON HEALTH NORTHEAST 403(B) PLAN,ARIA HEALTH,397056575.00,58145551.00,338911024.00,85.00
20251014122120NAL0003915984001,TOURO 403(B) PLAN,TOURO UNIVERSITY,337848360.00,0.00,337848360.00,100.00
20250904120553NAL0009719507001,HUSCH BLACKWELL LLP 401(K) MASTER TRUST,HUSCH BLACKWELL LLP,336915348.00,0.00,336915348.00,100.00
20250930124715NAL0013211440001,IDEX CORPORATION SAVINGS PLAN,IDEX CORPORATION,336271477.00,0.00,336271477.00,100.00
20251010131212NAL0004275075001,SAN MATEO COUNTY ELECTRICAL CONSTRUCTION INDUSTRY RETIREMT PLAN,SAN MATEO COUNTY ELECTRICAL CONSTRUCTION INDUSTRY RETIREMT PLAN,336014397.00,0.00,336014397.00,100.00
20260716105441NAL0006068002001,"JUNIPER NETWORKS, INC. 401(K) PLAN","JUNIPER NETWORKS, INC.",335812139.00,0.00,335812139.00,100.00
20260625071246NAL0014479266001,CHEMED/ROTO ROOTER SAVINGS & RETIREMENT PLAN,CHEMED CORPORATION,335255830.00,0.00,335255830.00,100.00
20251010145414NAL0004726451001,COLGATE-PALMOLIVE SAVINGS & INVESTMENT PLANS MASTER TRUST,COLGATE-PALMOLIVE COMPANY,335139538.00,0.00,335139538.00,100.00
20251015093417NAL0005671680001,BARNARD COLLEGE 403(B) PLAN,BARNARD COLLEGE,334305240.00,0.00,334305240.00,100.00
20251010085420NAL0007833585001,"BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS, INC. EMPLOYEE SAVINGS PLAN","BLUE CROSS BLUE SHIELD OF MASSACHUSETTS, INC.",331930803.00,0.00,331930803.00,100.00
20260409070630NAL0021082322001,"AIRBORN, INC. MASTER TRUST","AIRBORN, INC.",331348694.00,0.00,331348694.00,100.00
