ack_id,plan_name_clean,sponsor_name,amt_mutual_funds,staged_total,gap_amt,gap_pct
20251008150655NAL0005738545001,ENTERGY CORPORATION QUALIFIED PLAN MASTER TRUST,ENTERGY CORPORATION,330746216.00,0.00,330746216.00,100.00
20250926095716NAL0009260817001,"ASCENSUS, LLC 401(K) SAVINGS PLAN","ASCENSUS, LLC",330511925.00,0.00,330511925.00,100.00
20251015113541NAL0009358322001,VSP RETIREMENT PLAN,VISION SERVICE PLAN,330395295.00,0.00,330395295.00,100.00
20250917085522NAL0000341299001,"DE LAGE LANDEN FINANCIAL SERVICES, INC. RETIREMENT SAVINGS PLAN","DE LAGE LANDEN FINANCIAL SERVICES, INC.",330390383.00,0.00,330390383.00,100.00
20260714121017NAL0001850112001,"SRC, INC. 403(B) RETIREMENT PLAN","SRC, INC.",329709187.00,0.00,329709187.00,100.00
20251009112719NAL0006510449001,"GENERAC POWER SYSTEMS, INC. EMPLOYEES 401(K) SAVINGS PLAN","GENERAC POWER SYSTEMS, INC.",329297529.00,0.00,329297529.00,100.00
20251014142530NAL0003012129001,ELEVANCE HEALTH DEFINED CONTRIBUTION MASTER TRUST,"ATH HOLDING COMPANY, LLC",329248156.00,0.00,329248156.00,100.00
20260423070635NAL0002414179001,SAVVAS LEARNING COMPANY LLC RETIREMENT PLAN,SAVVAS LEARNING COMPANY LLC,329081771.00,0.00,329081771.00,100.00
20250926140656NAL0009473249001,SNAP INC. 401(K) RETIREMENT SAVINGS PLAN,SNAP INC.,328908066.00,0.00,328908066.00,100.00
20260721072655NAL0015737090001,GRIFOLS EMPLOYEE RETIREMENT SAVINGS PLAN,"GRIFOLS SHARED SERVICES NORTH AMERICA, INC.",328448014.00,0.00,328448014.00,100.00
20251013172543NAL0001667249005,CLEVELAND-CLIFFS INC. DEFINED CONTRIBUTION PLAN MASTER TRUST,CLEVELAND-CLIFFS INC.,328136976.00,0.00,328136976.00,100.00
20251014150531NAL0006493298001,INDEPENDENT SCHOOL COLLABORATIVE MULTIPLE EMPLOYER PLAN,INDEPENDENT SCHOOL COLLABORATIVE,340863585.00,12908564.00,327955021.00,96.00
20251015153821NAL0005013377001,RETINA CONSULTANTS OF AMERICA 401(K) PLAN,"RETINA GROUP, INC. DBA RETINA CONSULTANTS OF AMERICA",326381935.00,0.00,326381935.00,100.00
20250916153526NAL0001264723001,EXTRON ELECTRONICS 401(K) PLAN,"RGB SYSTEMS, INC. DBA EXTRON ELECTRONICS",326338511.00,0.00,326338511.00,100.00
20260714155753NAL0002191952001,"BEYOND NEW HORIZONS, LLC EMPLOYEES SAVINGS PLAN",BEYOND NEW HORIZONS,325422314.00,0.00,325422314.00,100.00
20260811111954NAL0012264850002,I.B.E.W LOCAL 697 DEFINED CONTRIBUTION PLAN,TRUSTEES OF I.B.E.W LOCAL 697 DEFINED CONTRIBUTION PLAN,324707037.00,0.00,324707037.00,100.00
20251013112029NAL0000529603001,EXELON CORPORATION DCRP MASTER TRUST - PRIMARY,EXELON CORPORATION,322769814.00,0.00,322769814.00,100.00
20250918134717NAL0001485761001,"SUFFOLK CONSTRUCTION COMPANY, INC. 401(K) RETIREMENT PLAN","SUFFOLK CONSTRUCTION COMPANY, INC.",322755460.00,0.00,322755460.00,100.00
20260212120014NAL0000096210002,NECA-IBEW LOCAL 364 DEFINED CONTRIBUTION PLAN,TRUSTEES OF NECA-IBEW LOCAL 364 CONTRIBUTION PENSION TRUST FUND,321711685.00,0.00,321711685.00,100.00
20251002161123NAL0000700945001,WAKEFERN FOOD CORPORATION 401(K) SAVINGS PLAN,WAKEFERN FOOD CORP.,321552269.00,0.00,321552269.00,100.00
20251013201846NAL0000931539001,EDISON CHOUEST OFFSHORE RETIREMENT PLAN,"GALLIANO MARINE SERVICE, L.L.C.",320383368.00,0.00,320383368.00,100.00
20251014093205NAL0001172115001,"MCCAIN FOODS USA, INC. RETIREMENT PLAN",MCCAIN FOODS USA INC,317157173.00,0.00,317157173.00,100.00
20251015115015NAL0002243939001,"MEDIMPACT HEALTHCARE SYSTEMS, INC. 401(K) SALARY SAVINGS PLAN","MEDIMPACT HEALTHCARE SYSTEMS, INC.",317117279.00,0.00,317117279.00,100.00
20250925102757NAL0008411905001,MOORE & VAN ALLEN PLLC 401(K) PROFIT SHARING PLAN,MOORE & VAN ALLEN PLLC,316755061.00,0.00,316755061.00,100.00
20251015130941NAL0002342851001,CLEARY GOTTLIEB STEEN & HAMILTON LLP TAX OPPORTUNITY PLAN FOR SAVINGS TRUST,CLEARY GOTTLIEB STEEN & HAMILTON LLP,316562338.00,0.00,316562338.00,100.00
20250909140130NAL0012629043001,BILL & MELINDA GATES FOUNDATION EMPLOYEE RETIREMENT PLAN,BILL & MELINDA GATES FOUNDATION,330185065.00,15322852.00,314862213.00,95.00
20250916133300NAL0002004977001,PAYCOM 401(K) PLAN,"PAYCOM PAYROLL, LLC",314681360.00,0.00,314681360.00,100.00
20260721160915NAL0011056929001,BASIN ELECTRIC POWER COOPERATIVE 401(K) PLAN,BASIN ELECTRIC POWER COOPERATIVE,314554774.00,0.00,314554774.00,100.00
20251015105655NAL0002285155001,"CAMBRIDGE ASSOCIATES, LLC 401(K) SAVINGS PLAN & TRUST","CAMBRIDGE ASSOCIATES, LLC",313542154.00,0.00,313542154.00,100.00
20251014125220NAL0002954161001,SUPPLEMENTAL INCOME 401(K) PLAN,BOARD OF TRUSTEES OF SUPPLEMENTAL INCOME TRUST FUND,312268686.00,0.00,312268686.00,100.00
20251009105037NAL0006857713001,"THE VANCOUVER CLINIC, INC., P.S. 401(K) RETIREMENT SAVINGS PLAN","THE VANCOUVER CLINIC, INC., PS",312165823.00,0.00,312165823.00,100.00
20251015120928NAL0004802913001,TECHNIPFMC RETIREMENT SAVINGS PLAN,"FMC TECHNOLOGIES, INC.",311389795.00,0.00,311389795.00,100.00
20250908135650NAL0019366993001,ARBELLA 401(K) SAVINGS PLAN,ARBELLA MUTUAL INSURANCE GROUP,310263532.00,0.00,310263532.00,100.00
20251119221948NAL0002433219001,HONEYWELL SAVINGS AND OWNERSHIP PLAN MASTER TRUST,Honeywell International Inc,310159994.00,0.00,310159994.00,100.00
20251017080013NAL0003892163001,SCHAEFFLER GROUP USA SAVINGS RETIREMENT PLAN,SCHAEFFLER GROUP USA INC,309613743.00,0.00,309613743.00,100.00
20251010162603NAL0004789139001,THE WONDERFUL COMPANY LLC 401(K) PLAN,THE WONDERFUL COMPANY,309235683.00,0.00,309235683.00,100.00
20260318134007NAL0003126433001,LENDLEASE 401K PLAN,"LENDLEASE AMERICAS HOLDINGS, INC.",308897186.00,0.00,308897186.00,100.00
20251015081805NAL0002011939001,NAPA MANAGEMENT SERVICES CORPORATION 401(K) PLAN,NAPA MANAGEMENT SERVICES CORP,308869331.00,0.00,308869331.00,100.00
20251014092458NAL0005262482001,CHAPMAN AND CUTLER LLP MASTER TRUST,CHAPMAN AND CUTLER LLP,308201239.00,0.00,308201239.00,100.00
20251014092525NAL0002500369001,ASM GLOBAL RETIREMENT & SAVINGS PLAN,SMG,307376666.00,0.00,307376666.00,100.00
20251007091904NAL0002538115001,ELLUCIAN RETIREMENT PLAN,ELLUCIAN HOLDINGS INC.,307151154.00,0.00,307151154.00,100.00
20251006160227NAL0003773201001,"SCHWEITZER ENGINEERING LABORATORIES, INC. 401(K) PLAN","SCHWEITZER ENGINEERING LABORATORIES ,INC.",305887256.00,0.00,305887256.00,100.00
20250819144412NAL0002298337001,TWIN CITY IRONWORKERS DEFINED CONTRIBUTION FUND,BOARD OF TRUSTEES OF THE TWIN CITY IRONWORKERS DC PENSION FUND,365045161.00,59275286.00,305769875.00,84.00
20251011050422NAL0008348801001,"SPIRIT AEROSYSTEMS HOLDINGS, INC. RETIREMENT & SAVINGS PLAN","SPIRIT AEROSYSTEMS HOLDINGS, INC.",305454066.00,0.00,305454066.00,100.00
20250908112624NAL0019377233003,WESTERN WISCONSIN ELECTRICAL WORKERS RETIREMENT PLAN,IBEW LOCAL UNION 14,304956380.00,0.00,304956380.00,100.00
20251008135543NAL0005652289001,CARLETON COLLEGE DEFINED CONTRIBUTION PLAN,CARLETON COLLEGE,304824233.00,0.00,304824233.00,100.00
20251113102914NAL0002050000001,THE HARBIN CLINIC PROFIT SHARING PLAN,"THE HARBIN CLINIC, L.L.C.",304669933.00,0.00,304669933.00,100.00
20260720124957NAL0009552241001,"WALKER & DUNLOP, LLC RETIREMENT SAVINGS PLAN",WALKER & DUNLOP LLC,304295605.00,0.00,304295605.00,100.00
20251013112008NAL0000529347001,NAS PRIMARY RETIREMENT PLAN,NATIONAL ACADEMY OF SCIENCES,304139220.00,0.00,304139220.00,100.00
20250929130844NAL0026823794003,HERITAGE GROUP RETIREMENT SAVINGS PLAN,"ASPHALT MATERIALS, INC.",303654323.00,0.00,303654323.00,100.00
20250926080559NAL0011560883001,"OPENLANE, INC. 401(K) PLAN","OPENLANE, INC.",303064598.00,0.00,303064598.00,100.00
20251015102345NAL0005787168001,HINSHAW & CULBERTSON LLP RETIREMENT SAVINGS AND 401(K) PLAN,HINSHAW & CULBERTSON LLP,301830356.00,0.00,301830356.00,100.00
20260724122551NAL0022173442001,ING FINANCIAL SERVICES LLC 401(K) SAVINGS PLAN,ING FINANCIAL SERVICES LLC,301236146.00,0.00,301236146.00,100.00
20260709102831NAL0000424768001,AGILITI 401(K),"AGILITI HEALTH, INC.",300917934.00,0.00,300917934.00,100.00
20251010154054NAL0004382531001,THOMPSON COBURN LLP 401(K) PROFIT SHARING PLAN,THOMPSON COBURN LLP,298449592.00,0.00,298449592.00,100.00
20250916091643NAL0004704594001,COLORADO COLLEGE RETIREMENT BENEFIT PLAN,COLORADO COLLEGE,298344370.00,0.00,298344370.00,100.00
20251008153749NAL0006078433001,SUMITOMO MITSUI BANKING CORPORATION 401(K) PLAN,SUMITOMO MITSUI BANKING CORPORATION,296840792.00,0.00,296840792.00,100.00
20260708120330NAL0016312355001,PREMCOR RETIREMENT SAVINGS PLAN,VALERO ENERGY CORPORATION,296831730.00,0.00,296831730.00,100.00
20251015145338NAL0004895745001,FREDERICK HEALTH 403(B) PLAN,"FREDERICK HEALTH, INC.",296161002.00,0.00,296161002.00,100.00
20251013174755NAL0001692593001,POMONA COLLEGE ACADEMIC RETIREMENT PLAN,POMONA COLLEGE,295880073.00,0.00,295880073.00,100.00
20260206130625NAL0006705984001,"IMA FINANCIAL GROUP, INC. 401(K) PROFIT SHARING PLAN AND TRUST","IMA FINANCIAL GROUP, INC.",295759691.00,0.00,295759691.00,100.00
20260702122102NAL0017838144001,GSK 401(K) PLAN,GLAXOSMITHKLINE LLC,295743313.00,0.00,295743313.00,100.00
20251022154033NAL0002756544002,CHEVRON PHILLIPS CHEMICAL COMPANY LP 401(K) SAVINGS AND PROFIT SHARING PLAN,CHEVRON PHILLIPS CHEMICAL COMPANY LP,294990451.00,0.00,294990451.00,100.00
20251014152609NAL0001613091001,FREUDENBERG COMPANIES 401(K) RETIREMENT PLAN,FREUDENBERG NORTH AMERICA LIMITED PARTNERSHIP,293253825.00,0.00,293253825.00,100.00
20251014194717NAL0007293634001,FUJIFILM LONG TERM SAVINGS PLAN,FUJIFILM NORTH AMERICA CORPORATION,293245156.00,0.00,293245156.00,100.00
20260710135622NAL0001453057001,THERMO FISHER SCIENTIFIC INC. 401(K) RETIREMENT PLAN,THERMO FISHER SCIENTIFIC INC.,291505031.00,0.00,291505031.00,100.00
20250924133337NAL0017197714001,RANDOLPH-BROOKS FEDERAL CREDIT UNION 401(K) PLAN,RANDOLPH-BROOKS FEDERAL CREDIT UNION,290441077.00,0.00,290441077.00,100.00
20260625133422NAL0010866528001,"ENBRIDGE EMPLOYEE SERVICES, INC. EMPLOYEES' SAVINGS PLAN","ENBRIDGE EMPLOYEE SERVICES, INC.",290217000.00,0.00,290217000.00,100.00
20251014085527NAL0001142211001,SKANSKA RETIREMENT PLAN PLUS,SKANSKA USA INC.,290114297.00,0.00,290114297.00,100.00
20260625123744NAL0007393635001,"CONSIGLI CONSTRUCTION CO., INC. PROFIT SHARING/401(K) PLAN AND TRUST","CONSIGLI CONSTRUCTION CO., INC.",289296832.00,0.00,289296832.00,100.00
20260626074255NAL0008178883001,AUTO-OWNERS INSURANCE COMPANY RETIREMENT SAVINGS PLAN,AUTO-OWNERS INSURANCE COMPANY,289032200.00,0.00,289032200.00,100.00
20251014072759NAL0004948082001,NORTH AMERICAN STAINLESS SAVINGS PLAN,NORTH AMERICAN STAINLESS,288021535.00,808.00,288020727.00,100.00
20251008154009NAL0006081809001,ISO NEW ENGLAND INC. SUPPLEMENTAL RETIREMENT AND SAVINGS PLAN,ISO NEW ENGLAND INC.,287320938.00,0.00,287320938.00,100.00
20251014124647NAL0005891474001,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK DEFINED CONTRIBUTION RETIREMENT PLAN,RESEARCH FOUNDATION OF CUNY EMPLOYEE BENEFITS COMMITTEE,643862229.00,356997915.00,286864314.00,45.00
20251006105703NAL0005900448001,SCRIPPS HEALTH RETIREMENT SAVINGS PLAN,SCRIPPS HEALTH,286182503.00,0.00,286182503.00,100.00
20251015091610NAL0004426497001,CLARK UNIVERSITY RETIREMENT PLAN,TRUSTEES OF CLARK UNIVERSITY,286110740.00,0.00,286110740.00,100.00
20251014090039NAL0005147170001,EMPLOYERS MUTUAL CASUALTY COMPANY 401(K) SAVINGS PLAN,EMPLOYERS MUTUAL CASUALTY COMPANY,285657202.00,0.00,285657202.00,100.00
20250930180301NAL0013547008001,TRIAD DEFINED CONTRIBUTION PLANS MASTER TRUST,"TRIAD NATIONAL SECURITY, LLC",285496667.00,0.00,285496667.00,100.00
20251014143756NAL0003039665001,HEMLOCK SEMICONDUCTOR OPERATIONS LLC EMPLOYEES' CAPITAL ACCUMULATION PLAN,HEMLOCK SEMICONDUCTOR OPERATIONS LLC,285459504.00,0.00,285459504.00,100.00
20250916083859NAL0002792928001,"LANDS' END, INC. RETIREMENT PLAN","LANDS END, INC.",284413164.00,0.00,284413164.00,100.00
20251014112838NAL0003797216001,SALLIE MAE 401(K) SAVINGS PLAN,SLM CORPORATION,284149826.00,0.00,284149826.00,100.00
20251013112037NAL0000529731001,NAS SALARY REDUCTION CONTRIBUTION RETIREMENT PLAN,NATIONAL ACADEMY OF SCIENCES,283344294.00,0.00,283344294.00,100.00
20260114154328NAL0006429139001,SALAS O'BRIEN RETIREMENT PLAN,"SALAS O'BRIEN, INC.",283337737.00,0.00,283337737.00,100.00
20260527151938NAL0006720785001,"UNITED MUSCULOSKELETAL PARTNERS, LLC 401(K) PLAN",UNITED MUSCULOSKELETAL PARTNERS LLC,283161810.00,0.00,283161810.00,100.00
20251014085556NAL0001142227001,GFL ENVIRONMENTAL US 401(K) PLAN,"GFL ENVIRONMENTAL HOLDINGS (US), INC.",283147050.00,0.00,283147050.00,100.00
20250814070054NAL0021610322001,"APTARGROUP, INC. PROFIT SHARING AND SAVINGS PLAN","APTARGROUP, INC.",283040013.00,0.00,283040013.00,100.00
20251015172648NAL0010832434011,"GREEN BAY PACKAGING, INC. SAVINGS AND PROTECTION PLAN","GREEN BAY PACKAGING, INC.",282846206.00,0.00,282846206.00,100.00
20260714121334NAL0001043587001,"SRC, INC. QUALIFIED RETIREMENT PLAN","SRC, INC.",282705093.00,0.00,282705093.00,100.00
20250717131458NAL0000349777001,ELLWOOD 401(K) RETIREMENT PLAN,ELLWOOD CITY FORGE,282505173.00,0.00,282505173.00,100.00
20251014093100NAL0001170819001,UNIVERSITY HEALTH 403(B) PLAN,TRUMAN MEDICAL CENTER INCORPORATED,282491368.00,0.00,282491368.00,100.00
20251010123318NAL0013120160001,WASTE MANAGEMENT RETIREMENT SAVINGS PLAN,"WASTE MANAGEMENT, INC.",282199040.00,0.00,282199040.00,100.00
20251014112036NAL0005660802001,ENVOY AIR INC. 401(K) PLAN,ENVOY AIR INC.,280535844.00,0.00,280535844.00,100.00
20251014091706NAL0001161779001,BSA MATCH SAVINGS PLAN,BOY SCOUTS OF AMERICA,279447151.00,0.00,279447151.00,100.00
20260709122526NAL0000237603001,ECOVYST 401(K) SAVINGS PLAN,"ECOVYST CATALYST TECHNOLOGIES, LLC",279221771.00,0.00,279221771.00,100.00
20260713121041NAL0000152017001,ALLSPRING 401(K) PLAN,ALLSPRING BUYER LLC,279034769.00,0.00,279034769.00,100.00
20251007092503NAL0002542819001,BIMBO BAKERIES USA DEFINED CONTRIBUTION SAVINGS PLAN MASTER TRUST,"BBU, INC.",277792661.00,0.00,277792661.00,100.00
20250930104516NAL0029115250001,ZHI 401(K) RETIREMENT SAVINGS PLAN,"ZACHRY HOLDINGS, INC.",277776267.00,0.00,277776267.00,100.00
20250929150201NAL0005101107002,"REFRIGERATION, A/C & SERVICE DIV. (UA-NJ) ANNUITY PLAN","REFRIGERATION, A/C & SERVICE DIV. (UA-NJ) ANNUITY FUND",275638827.00,0.00,275638827.00,100.00
20250917144501NAL0000605169001,"FARMERS GROUP, INC. 401(K) SAVINGS PLAN","FARMERS GROUP, INC.",275505025.00,0.00,275505025.00,100.00
20250730100214NAL0001822083001,COLLEGE OF AMERICAN PATHOLOGISTS EMPLOYEE'S RETIREMENT AND 401(K) PLAN,COLLEGE OF AMERICAN PATHOLOGISTS,275498182.00,0.00,275498182.00,100.00
20251003134436NAL0001471633001,"DIRECT SUPPLY, INC. 401(K) RETIREMENT SAVINGS PLAN",DIRECT SUPPLY INC,275328661.00,0.00,275328661.00,100.00
20260615154850NAL0000174497002,PLUMBERS UNION LOCAL NO 12 ANNUITY PLAN,PLUMBERS UNION LOCAL NO. 12 ANNUIT,275150886.00,0.00,275150886.00,100.00
20251014083035NAL0005069042001,XYLEM INC. RETIREMENT SAVINGS MASTER TRUST,"XYLEM, INC.",275065112.00,0.00,275065112.00,100.00
20251007085315NAL0004522385001,WALGREENS RETIREMENT SAVINGS MASTER TRUST,WALGREEN CO.,273813851.00,0.00,273813851.00,100.00
20250819154108NAL0002350657001,KOHLBERG KRAVIS ROBERTS AND CO. 401(K) PROFIT SHARING PLAN,KOHLBERG KRAVIS ROBERTS & CO. L.P.,272898032.00,0.00,272898032.00,100.00
20260625074404NAL0007129971001,FIRST MERCHANTS CORPORATION RETIREMENT INCOME AND SAVINGS PLAN,FIRST MERCHANTS CORPORATION,272572806.00,0.00,272572806.00,100.00
20251006100928NAL0001775859001,TAYLOR MORRISON 401(K) SAVINGS PLAN,"TAYLOR MORRISON, INC.",272505230.00,0.00,272505230.00,100.00
20260115105853NAL0032240578004,SHEET METAL WORKERS LOCAL 17 ANNUITY INCOME FUND,SHEET METAL WORKERS LOCAL NO. 17 ANNUITY INCOME FUND,272501491.00,0.00,272501491.00,100.00
20251009135125NAL0011067280001,"SELECT REHABILITATION, LLC 401(K) PLAN AND TRUST","SELECT REHABILITATION, LLC",272460763.00,0.00,272460763.00,100.00
20260723140909NAL0011328163001,ULTRA ELECTRONICS INC. 401(K) PLAN,"ULTRA ELECTRONICS, INC.",271738018.00,0.00,271738018.00,100.00
20260706131406NAL0015584291001,CATHOLIC MEDICAL CENTER 403(B) TAX-SHELTERED ANNUITY RETIREMENT PLAN,CATHOLIC MEDICAL CENTER,271604654.00,0.00,271604654.00,100.00
20251013132810NAL0001400497001,GENERAL DYNAMICS CORPORATION 401(K) PLAN MASTER TRUST AGREEMENT,GENERAL DYNAMICS CORPORATION,271395784.00,0.00,271395784.00,100.00
20250930154556NAL0013461200001,LLNS DEFINED CONTRIBUTION PLANS MASTER TRUST,LAWRENCE LIVERMORE NATIONAL SECURITY LLC,271253781.00,0.00,271253781.00,100.00
20260707143719NAL0032655330001,BRYANT UNIVERSITY 403(B) RETIREMENT PLAN,BRYANT UNIVERSITY,270552291.00,0.00,270552291.00,100.00
20251015115805NAL0002252947001,"FAURECIA USA HOLDINGS, INC. RETIREMENT SAVINGS","FAURECIA USA HOLDINGS, INC.",269426639.00,0.00,269426639.00,100.00
20250821140037NAL0002115571001,ITS USA RETIREMENT SAVINGS PLAN,"TESTING HOLDINGS USA, INC.",269356582.00,0.00,269356582.00,100.00
20250904112055NAL0010000163001,MURPHY USA INC. SAVINGS PLAN,MURPHY USA INC.,269084167.00,0.00,269084167.00,100.00
20251002131751NAL0000324099001,"NABORS INDUSTRIES, INC. RETIREMENT SAVINGS PLAN","NABORS INDUSTRIES, INC. AND SUBSIDIARIES",268904592.00,0.00,268904592.00,100.00
20251010144947NAL0018876274001,"GYPSUM MANAGEMENT AND SUPPLY, INC. 401(K) SAVINGS PLAN",GYPSUM MANAGEMENT AND SUPPLY INC,268245128.00,0.00,268245128.00,100.00
20250814131534NAL0022132162001,"ASTEC INDUSTRIES, INC. 401(K) RETIREMENT PLAN","ASTEC INDUSTRIES, INC.",268032204.00,0.00,268032204.00,100.00
20260707092731NAL0024572624001,RALLIANT RETIREMENT SAVINGS PLAN,,267864589.00,0.00,267864589.00,100.00
20251007162728NAL0004851137001,ZURN ELKAY 401(K) MASTER TRUST PLAN,ZURN LLC,267733889.00,0.00,267733889.00,100.00
20250919100201NAL0002355057001,IBEW LOCAL 351 SURETY PLAN,IBEW LOCAL 351 SURETY FUND TRUSTEES,267260178.00,0.00,267260178.00,100.00
20251014125812NAL0004022304001,ALDI INC. RETIREMENT SAVINGS PLAN,ALDI INC.,267208117.00,0.00,267208117.00,100.00
20251015092505NAL0004444449001,BOARD OF ELECTRICAL WORKERS LOCAL #26 I.A. INDIVIDUAL ACCOUNT PLAN,BD OF TRUSTEES FOR ELECTRICAL WKRS LOC NO. 26 INDIVIDUAL ACCOUNT FUND,267041351.00,0.00,267041351.00,100.00
20260226141955NAL0007391907001,NATIONAL HOCKEY LEAGUE PLAYERS PENSION PLAN,BOARD OF TRUSTEES OF THE NHL PLAYERS PENSION PLAN,266772142.00,0.00,266772142.00,100.00
20250904103559NAL0027229104001,"ZIFF DAVIS, INC. RETIREMENT SAVINGS PLAN","ZIFF DAVIS, INC.",266523280.00,0.00,266523280.00,100.00
20260713101212NAL0000028675001,"CETERA FINANCIAL GROUP, INC. 401(K) SAVINGS PLAN","CETERA FINANCIAL GROUP, INC.",266442698.00,0.00,266442698.00,100.00
20260212095133NAL0000039216001,MIDWEST RADIOLOGY P.A. PROFIT SHARING PLAN,"MIDWEST RADIOLOGY, P.A.",266438350.00,0.00,266438350.00,100.00
20251010160744NAL0004778579001,"D.R. HORTON, INC. PROFIT SHARING PLUS PLAN","DR HORTON, INC",266145513.00,0.00,266145513.00,100.00
20250915161712NAL0002101696001,CORVEL INCENTIVE SAVINGS PLAN,CORVEL HEALTHCARE CORPORATION,265137849.00,0.00,265137849.00,100.00
20251002171436NAL0001774450001,AXIENT 401(K) PLAN,"AXIENT, LLC",301626956.00,36568910.00,265058046.00,88.00
20251013130852NAL0001292513001,DOYLESTOWN HOSPITAL 403(B) RETIREMENT SAVINGS PLAN,DOYLESTOWN HOSPITAL,264147143.00,0.00,264147143.00,100.00
20251010092346NAL0012219056001,ST. JUDE HERITAGE MEDICAL GROUP 401(K) PROFIT SHARING PLAN,"ST. JUDE HERITAGE MEDICAL GROUP, A MEDICAL CORPORATION",263633020.00,0.00,263633020.00,100.00
20260724125937NAL0018258080001,SYMETRA FINANCIAL RETIREMENT SAVINGS PLAN,SYMETRA LIFE INSURANCE COMPANY,263053452.00,0.00,263053452.00,100.00
20260721131952NAL0008794819001,CAMBRIDGE HEALTH ALLIANCE PHYSICIANS ORGANIZATION 403B PLAN,"CAMBRIDGE HEALTH ALLIANCE PHYSICIANS ORGANIZATION, INC.",262675548.00,0.00,262675548.00,100.00
20250612154853NAL0049246114001,CRANE SAVINGS AND INVESTMENT PLAN,CRANE COMPANY,262372471.00,0.00,262372471.00,100.00
20251222135300NAL0005087843001,NOURYON CHEMICALS RETIREMENT SAVINGS PLAN AND NOURYON CHEMICALS HOURLY SAVINGS PLAN MASTER TRUST,NOURYON CHEMICALS LLC,262276593.00,0.00,262276593.00,100.00
20251002095613NAL0000299457001,CROSSCOUNTRY MORTGAGE 401(K) RETIREMENT SAVINGS PLAN,"CROSSCOUNTRY MORTGAGE, LLC",262088958.00,0.00,262088958.00,100.00
20251013123236NAL0002808658001,"TKC HOLDINGS, INC. RETIREMENT PLAN","TKC HOLDINGS, INC.",261757123.00,0.00,261757123.00,100.00
20260630215738NAL0016170384001,WARNER BROS. DISCOVERY DEFINED CONTRIBUTION MASTER TRUST,"WARNER BROS. DISCOVERY, INC.",261487529.00,0.00,261487529.00,100.00
20251015060139NAL0001924163004,THE IOWA CLINIC 401(K) PROFIT SHARING PLAN,"THE IOWA CLINIC, P.C.",260490223.00,0.00,260490223.00,100.00
20250910100010NAL0034910320001,"ENSCO, INC. RETIREMENT PLAN","ENSCO, INC.",260321475.00,0.00,260321475.00,100.00
20250922133318NAL0005296289001,"NATIONAL HERITAGE ACADEMIES, INC. RETIREMENT SAVINGS PLAN","NATIONAL HERITAGE ACADEMIES, INC.",299586469.00,39327413.00,260259056.00,87.00
20251015115510NAL0004463409001,JEFFERSON UNIVERSITY PHYSICIANS VOLUNTARY 403(B) TDA PLAN,JEFFERSON UNIVERSITY PHYSICIANS,259982003.00,0.00,259982003.00,100.00
20260709133915NAL0000411555001,"FAREWAY STORES, INC. 401(K) PROFIT SHARING PLAN","FAREWAY STORES, INC.",259948481.00,0.00,259948481.00,100.00
20251007143455NAL0008122768001,"PRO MACH, INC. RETIREMENT SAVINGS PLAN","PRO MACH, INC.",259567444.00,0.00,259567444.00,100.00
20251015100611NAL0005900528001,VEOLIA WATER RESOURCES 401(K) SAVINGS PLAN,VEOLIA UTILITY RESOURCES LLC,259127194.00,0.00,259127194.00,100.00
20251020085544NAL0000417907001,LOCALS 302 & 612 OF THE IUOE - EMPLOYERS CONSTRUCTION INDUSTRY RETIREMENT PLAN,"BOARD OF TRUSTEES, LOCALS 302 & 612 OF THE IUOE -",259051939.00,0.00,259051939.00,100.00
20251013075627NAL0000358259001,"THE BOSTON CONSULTING GROUP, INC. EMPLOYEES' SAVINGS PLAN AND PROFIT SHARING RETIREMENT FUND",THE BOSTON CONSULTING GROUP INC,258586204.00,0.00,258586204.00,100.00
20251007152859NAL0002789779001,ITW DEFINED CONTRIBUTION PLANS' INVESTMENT ACCOUNT,ILLINOIS TOOL WORKS INC.,258504138.00,0.00,258504138.00,100.00
20251014111034NAL0003748384001,"MACQUARIE MANAGEMENT HOLDINGS, INC. EMPLOYEES' SAVINGS AND 401(K) PLAN","MACQUARIE MANAGEMENT HOLDINGS, INC.",257870326.00,0.00,257870326.00,100.00
20251014150759NAL0006503282001,TUFTS UNIVERSITY VOLUNTARY RETIREMENT PLAN,TUFTS UNIVERSITY,773737758.00,516225161.00,257512597.00,33.00
20260626071914NAL0007841059001,FMC CORPORATION SAVINGS AND INVESTMENT PLAN,FMC CORPORATION,257032987.00,0.00,257032987.00,100.00
20251002070309NAL0000233984001,JOHNSON BROTHERS 401(K) PLAN,JOHNSON BROTHERS LIQUOR COMPANY,256338315.00,0.00,256338315.00,100.00
20260715132258NAL0003022657001,STV RETIREMENT PLAN,"STV GROUP, INCORPORATED",256203833.00,0.00,256203833.00,100.00
20250730163653NAL0002083891001,THE SCRIPPS RESEARCH INSTITUTE TAX SHELTERED ANNUITY PLAN,THE SCRIPPS RESEARCH INSTITUTE,256053159.00,0.00,256053159.00,100.00
20251015103457NAL0002252547003,"LIQUOR AND ALLIED WORKERS UNION LOCAL NO. 3, EMP","TRUSTEES OF LIQUOR AND ALLIED WKRS UNION, LOCAL 3 EMP DEFERRED COMP",256016043.00,0.00,256016043.00,100.00
