issuer_name,investment_description,asset_type,par_value,cost,current_value,units_or_shares,page_number,row_id,pdf_name,pdf_stem,sponsor_ein,plan_number,plan_year,sponsor,plan_name
,GOLDMAN SACHS INCOMEBUILDER FUND A,Mutual Fund,,,"104,087",,141,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOLDMAN SACHS INTLEQUITY ESG CL A,Mutual Fund,,,"18,313",,141,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOLDMAN SACHS INTLEQUITY INCOME INSTL,Mutual Fund,,,"162,602",,141,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOLDMAN SACHS INTLSM CAP INSIGHTS A,Mutual Fund,,,"46,798",,141,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOLDMAN SACHS INTLSM CAP INSIGHTS INST,Mutual Fund,,,"129,237",,141,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOLDMAN SACHS MIDCAP VALUE CLASS A,Mutual Fund,,,"29,341",,141,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOLDMAN SACHS MLPENERGY INFRSTCTR A,Mutual Fund,,,"25,082",,141,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOLDMAN SACHS SMALLCAP VALUE INSIGHTS A,Mutual Fund,,,"3,769",,141,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOLDMAN SACHS TECHOPPORTUNITIES CL A,Mutual Fund,,,"26,183",,141,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOLDMAN SACHS USEQUITY DIV PREM CL A,Mutual Fund,,,221,,141,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOLDMAN SACHSCOMMODITY STRAT FD A,Mutual Fund,,,"4,721",,141,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOODHAVEN FUND,Mutual Fund,,,"5,684",,141,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOTHAM ABSOLUTERETURN FUND INSTL,Mutual Fund,,,"3,884",,141,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOTHAM ENHANCEDRETURN FUND INSTL,Mutual Fund,,,"279,407",,141,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOTHAM INDEX PLUSFUND INSTL,Mutual Fund,,,"67,811",,141,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOTHAM INDEX PLUSFUND INVESTOR CL,Mutual Fund,,,"115,887",,141,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOTHAM LARGE VALUEFUND INSTL CL,Mutual Fund,,,"3,610",,141,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GOTHAM NEUTRALFUND INSTITUTIONAL,Mutual Fund,,,"1,342",,141,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GQG PARTNERS EMERGMARKETS EQ INSTL,Mutual Fund,,,"144,300",,141,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GQG PARTNERS EMRGINGMARKETS EQUITY INV,Mutual Fund,,,"218,150",,141,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GQG PARTNERS GLOBALQUALITY DIV INC INV,Mutual Fund,,,"49,246",,141,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GQG PARTNERS GLOBALQUALITY EQ INVESTOR,Mutual Fund,,,"378,593",,141,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GQG PARTNERS GLOBALQUALITY EQUITY INSTL,Mutual Fund,,,"15,320",,141,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GQG PARTNERS US QLTYDIVIDEND INC INVEST,Mutual Fund,,,"229,790",,141,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GQG PARTNERS US QULTSELECT EQUITY INVSTR,Mutual Fund,,,"1,590,939",,141,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GQG PARTNERS USQUALITY SEL EQ INSTL,Mutual Fund,,,"163,456",,141,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GRANDEUR PEAK GLOBALSTALWARTS INSTL,Mutual Fund,,,"3,714",,142,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GRANDEUR PEAK INTLSTALWARTS INSTL,Mutual Fund,,,"3,771",,142,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GRANDEUR PEAK USSTALWARTS FUND INSTL,Mutual Fund,,,181,,142,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GUGGENHEIM CORE BONDFUND P,Mutual Fund,,,"15,137",,142,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GUGGENHEIM TOTALRETURN BOND CL P,Mutual Fund,,,"12,097",,142,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GUGGENHEIM TOTALRETURN BOND FD INSTL,Mutual Fund,,,"325,786",,142,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GUIDESTONE VALUEEQUITY FUND-INV CL,Mutual Fund,,,"2,712",,142,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GUINNESS ATKINSONALTERNATIVE ENERGY,Mutual Fund,,,"16,649",,142,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GUINNESS ATKINSONASIA FOCUS,Mutual Fund,,,"2,918",,142,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GUINNESS ATKINSONGLOBAL ENERGY,Mutual Fund,,,"51,847",,142,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GUINNESS ATKINSONGLOBAL INNOVATORS,Mutual Fund,,,"224,083",,142,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARBOR CAP APP INST,Mutual Fund,,,"60,835",,142,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARBOR CAP APP INV,Mutual Fund,,,"170,412",,142,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARBOR DISRUPTIVEINNOVATION FD INST,Mutual Fund,,,"9,816",,142,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARBOR DISRUPTIVEINNOVATION FD INVSTR,Mutual Fund,,,"3,983",,142,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARBOR INTL INST,Mutual Fund,,,"83,158",,142,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARBOR INTL INV,Mutual Fund,,,"15,177",,142,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARBOR INTLSMCP INST,Mutual Fund,,,"37,653",,142,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARBOR LARGE CAPVALUE INV CLASS,Mutual Fund,,,"30,798",,142,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARDING LOEVNER FRNTEMERG MRKTS INVESTOR,Mutual Fund,,,"3,075",,142,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARDING LOEVNER INTLEQUITY PORT INSTL,Mutual Fund,,,"7,591",,142,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARDING LOEVNEREMERG MRKTS PORT ADV,Mutual Fund,,,"175,720",,142,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD CORE EQUITYCLASS A,Mutual Fund,,,"524,074",,142,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD CORE EQUITYCLASS Y,Mutual Fund,,,"346,651",,142,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD DIVIDEND &GROWTH CLASS A,Mutual Fund,,,"23,200",,142,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD GLOBALIMPACT CL A,Mutual Fund,,,"13,812",,142,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD GROWTH OPPTFUND CL Y,Mutual Fund,,,819,,142,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD GROWTHOPPORTUNITY CLASS A,Mutual Fund,,,"298,599",,142,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD INTL VALUEFUND CLASS Y,Mutual Fund,,,"49,096",,142,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD SCHRODEREMERG MKTS EQ CL Y,Mutual Fund,,,"2,273",,142,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD SCHRODERSCHINA A FUND CL I,Mutual Fund,,,"17,945",,142,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD SCHRODERSCHINA FUND CL A,Mutual Fund,,,"85,398",,142,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD SCHRODERSEMRG MRKT EQTY CL A,Mutual Fund,,,"19,689",,142,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD SCHRODERSINTL MULT CAP CL I,Mutual Fund,,,"112,481",,142,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD SCHRODERSINTL MULTICAP CL A,Mutual Fund,,,"4,060",,142,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD SCHRODERSINTL STOCK CL A,Mutual Fund,,,"37,530",,142,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HARTFORD STRATEGICINCOME FUND CL I,Mutual Fund,,,"31,761",,142,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HCM DIVIDEND SECTORPLUS FUND CL A,Mutual Fund,,,10,,142,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HCM DIVIDEND SECTORPLUS FUND INVESTOR,Mutual Fund,,,"48,113",,142,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HEALTH CARE ULTRASECTOR PRO FD INVSTR,Mutual Fund,,,"3,504,801",,142,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HEARTLAND MID CAPVALUE INSTL,Mutual Fund,,,"11,571",,142,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HEARTLAND MID CAPVALUE INVESTOR,Mutual Fund,,,"89,585",,142,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HEARTLAND VALUE,Mutual Fund,,,"85,071",,142,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY CORNERSTONEGROWTH FUND INSTL,Mutual Fund,,,"48,304",,142,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY CORNERSTONEGROWTH INV CL,Mutual Fund,,,"330,703",,142,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY CORNERSTONELARGE GRWTH INV CL,Mutual Fund,,,"17,133",,142,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY CORNERSTONEMID CAP 30 INSTL CL,Mutual Fund,,,"77,178",,142,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY CORNERSTONEMID CAP 30 INV CL,Mutual Fund,,,"2,416,273",,142,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY ENERGYTRANSITION INVESTOR,Mutual Fund,,,"33,577",,142,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY FOCUS FUNDINSTITUTIONAL CL,Mutual Fund,,,"335,337",,143,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY FOCUS FUNDINVESTOR CLASS,Mutual Fund,,,"213,366",,143,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY GAS UTILITYINVESTOR CL,Mutual Fund,,,"124,346",,143,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY JAPAN INSTLCL,Mutual Fund,,,"119,252",,143,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY JAPAN INVSTCLASS,Mutual Fund,,,"124,357",,143,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY JAPAN SMALLCAP CL INSTIT,Mutual Fund,,,"23,828",,143,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY JAPAN SMALLCAP INVESTOR CL,Mutual Fund,,,"200,826",,143,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY LARGE CAPFINANCIAL CL INST,Mutual Fund,,,20,,143,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY LARGE CAPFINANCIAL INVSTR CL,Mutual Fund,,,"19,540",,143,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY MIDSTREAMINV,Mutual Fund,,,"156,804",,143,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY SMALL CAPFINANCIAL INSTIT CL,Mutual Fund,,,934,,143,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HENNESSY SMALL CAPFINANCIAL INVSTR CL,Mutual Fund,,,"31,575",,143,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HODGES BLUE CHIP EQINCOME FD RETAIL,Mutual Fund,,,728,,143,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HODGES FUND FUNDRETAIL CLASS,Mutual Fund,,,"47,902",,143,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HODGES SMALL CAPFUND RETAIL CLASS,Mutual Fund,,,"41,976",,143,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HODGES SMALL CAPINSTITUTIONAL CL,Mutual Fund,,,"3,841",,143,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HOOD RIVER SMALL CAPGROWTH FUND INSTL,Mutual Fund,,,"114,012",,143,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HORIZON MULTI FACTORU.S. EQUITY ADVISOR,Mutual Fund,,,107,,143,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HOTCHKIS & WILEY MIDCAP VALUE CL A,Mutual Fund,,,348,,143,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HOTCHKIS & WILEYHIGH YIELD FUND CL A,Mutual Fund,,,"3,922",,143,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HOTCHKIS & WILEYSMALL CAP VALUE CL A,Mutual Fund,,,"24,242",,143,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HOTCHKIS & WILEYSML CAP DIV VAL I,Mutual Fund,,,"35,786",,143,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HOTCHKIS & WILEYVALUE OPP CLASS A,Mutual Fund,,,"165,754",,143,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HUBER CAPITAL EQUITYINCOME FUND INSTL,Mutual Fund,,,"39,844",,143,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HUBER CAPITAL EQUITYINCOME FUND INVESTOR,Mutual Fund,,,325,,143,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,HUSSMAN STRATEGICMARKET CYCLE,Mutual Fund,,,"66,986",,143,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ICON CONSUMERSELECT FUND INSTL,Mutual Fund,,,"29,535",,143,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ICON EQUITY FUNDINVESTOR,Mutual Fund,,,387,,143,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ICON HEALTH ANDINFORM TECH INSTL,Mutual Fund,,,"63,949",,143,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ICON NATURAL RESAND INFRA FUND INSTL,Mutual Fund,,,"118,749",,143,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,IDX RISK MANAGEDBITCOIN FUND I,Mutual Fund,,,"10,029",,143,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,IMAN FUND RETAILSHARES,Mutual Fund,,,"66,473",,143,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,IMPAX ELLEVATE GLBLWOMENS LDERSP INV,Mutual Fund,,,469,,143,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,IMPAX GLOBAL ENVIRONMARKETS INVESTOR,Mutual Fund,,,"61,471",,143,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,IMPAX GLOBAL SUSTAININFRASTRUCTURE INSTL,Mutual Fund,,,224,,143,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,IMPAX LARGE CAP FDINVESTOR,Mutual Fund,,,10,,143,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,IMPAX SMALL CAPFD INVESTOR CL,Mutual Fund,,,"10,409",,143,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,IMPAX SUSTAINABLEALLOCATION INVESTOR,Mutual Fund,,,"249,301",,143,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,IMPAX US SUSTAINABLEECONOMY INSTL,Mutual Fund,,,"75,977",,143,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INDUSTRIALS ULTRASECTOR PRO FDS -INV,Mutual Fund,,,"4,333",,143,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INTERNET ULTRASECTORPRO FD INVESTOR,Mutual Fund,,,"69,214",,143,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INTREPID CAPITALFUND INVESTOR CLASS,Mutual Fund,,,3,,143,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INTREPID INCOMEFUND INSTITUTIONAL,Mutual Fund,,,"211,091",,143,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVENOMIC INSTL CL,Mutual Fund,,,"474,755",,143,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVENOMIC INVESTORCLASS,Mutual Fund,,,"86,037",,143,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO FLOATINGRATE ESG CLASS A,Mutual Fund,,,"38,551",,143,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO COMSTOCKFUND CL A,Mutual Fund,,,162,,143,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO COMSTOCKSELECT A,Mutual Fund,,,36,,143,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO CORE BOND A,Mutual Fund,,,"24,507",,143,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO CORPORATEBOND FUND CL A,Mutual Fund,,,"65,266",,143,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO DIVERSIFIEDDIVIDEND CLASS A,Mutual Fund,,,"53,708",,144,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO DIVERSIFIEDDIVIDEND FUND CL R5,Mutual Fund,,,"4,959",,144,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO DIVIDENDINCOME FUND A,Mutual Fund,,,"12,953",,144,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO ENERGY CLASSA,Mutual Fund,,,"74,674",,144,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO EQUALLYWEIGHTED S&P 500 A,Mutual Fund,,,"294,033",,144,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO EQV EUROPEANEQUITY CLASS A,Mutual Fund,,,"9,062",,144,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO GLOBAL A,Mutual Fund,,,"1,874",,144,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO GLOBALOPPORTUNITIES A,Mutual Fund,,,"122,249",,144,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO GLOBALOPPORTUNITIES R,Mutual Fund,,,"10,485",,144,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO GOLD & SPECMINERALS A,Mutual Fund,,,"1,469,365",,144,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO GREATERCHINA CLASS A,Mutual Fund,,,"3,182",,144,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO INTL SMALLMID COMPANY A,Mutual Fund,,,"279,655",,144,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO S&P 500INDEX CLASS A,Mutual Fund,,,"158,600",,144,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO SENIORFLOATING RATE A,Mutual Fund,,,"36,444",,144,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO SMALL CAPVALUE FUND CL A,Mutual Fund,,,741,,144,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO STEELPATHMLP ALPHA A,Mutual Fund,,,645,,144,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO STEELPATHMLP ALPHA PLUS A,Mutual Fund,,,"34,689",,144,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO STEELPATHMLP INCOME A,Mutual Fund,,,"782,594",,144,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO STEELPATHMLP SELECT 40 A,Mutual Fund,,,"9,538",,144,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO SUMMITCLASS A,Mutual Fund,,,584,,144,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO TECHNOLOGYCLASS A,Mutual Fund,,,"22,696",,144,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,INVESCO VALUEOPPORTUNITIES FUND A,Mutual Fund,,,202,,144,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,IRONCLAD MANAGEDRISK FUND,Mutual Fund,,,"6,225",,144,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ISHARES S&P 500INDEX INSTITUTIONAL,Mutual Fund,,,"174,249",,144,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ISHARES S&P 500INDEX INVESTOR A,Mutual Fund,,,"1,525,864",,144,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ISHARES DEVELOPEDREAL ESTATE IDX INST,Mutual Fund,,,"26,511",,144,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ISHARES DEVELOPEDRL ESTATE IDX INV A,Mutual Fund,,,"6,606",,144,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ISHARES MSCI EAFEINTL IDX CL A,Mutual Fund,,,"1,504",,144,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ISHARES MSCI EAFEINTL IDX INSTL,Mutual Fund,,,"52,905",,144,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ISHARES RUSSELL 2000SMALL CAP IDX INSTL,Mutual Fund,,,"34,338",,144,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ISHARES RUSSELL 2000SMALL CAP IDX INV A,Mutual Fund,,,"119,734",,144,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ISHARES RUSSELL SMMID CP IDX INV A,Mutual Fund,,,"43,040",,144,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ISHARES S&P 500INDEX SERVICE,Mutual Fund,,,"320,537",,144,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ISHARES TOTAL USSTOCK MRKT INDEX INS,Mutual Fund,,,"13,567",,144,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,ISHARES TOTAL USSTOCK MRKT INDX A,Mutual Fund,,,"61,583",,144,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JACKSON SQUARE SMIDCAP GROWTH FD INVEST,Mutual Fund,,,"7,351",,144,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JACOB INTERNET,Mutual Fund,,,"96,304",,144,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JACOB MICRO CAPGROWTH INSTL CL,Mutual Fund,,,"4,311",,144,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JACOB MICRO CAPGROWTH INV CL,Mutual Fund,,,"26,156",,144,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JACOB SMALL CAPGROWTH FUND,Mutual Fund,,,778,,144,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JAMES BALANCED:GOLDEN RAINBOW FUND,Mutual Fund,,,"4,203",,144,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSON ABSRET INC OPPOR T,Mutual Fund,,,4,,144,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSON ADAPRISK MNGD US EQ CL T,Mutual Fund,,,"25,720",,144,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSON GLBLEQUITY INCOME CL A,Mutual Fund,,,"4,986",,144,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSON GLBLEQUITY INCOME T,Mutual Fund,,,"55,806",,144,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSON GLREAL ESTATE I,Mutual Fund,,,"2,858",,144,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSON SMMID CAP VALUE T,Mutual Fund,,,"53,996",,144,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
