issuer_name,investment_description,asset_type,par_value,cost,current_value,units_or_shares,page_number,row_id,pdf_name,pdf_stem,sponsor_ein,plan_number,plan_year,sponsor,plan_name
,JANUS HENDERSONBALANCED I,Mutual Fund,,,"12,322",,144,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONBALANCED T,Mutual Fund,,,"1,160,070",,144,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONENTERPRISE I,Mutual Fund,,,"102,566",,145,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONENTERPRISE T,Mutual Fund,,,"955,209",,145,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONEUROPEAN FOCUS A,Mutual Fund,,,"6,746",,145,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONEUROPEAN FOCUS CL T,Mutual Fund,,,"56,354",,145,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONEUROPEAN FOCUS I,Mutual Fund,,,"14,286",,145,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONFORTY T,Mutual Fund,,,"58,346",,145,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONGL LIFE SCIENCES I,Mutual Fund,,,"8,395",,145,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONGL LIFE SCIENCES T,Mutual Fund,,,"1,719,015",,145,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONGLOB TECH & INNOV I,Mutual Fund,,,"136,713",,145,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONGLOB TECH & INNOV T,Mutual Fund,,,"868,127",,145,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONGLOBAL RESEACH T,Mutual Fund,,,"58,614",,145,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONGLOBAL SELECT T,Mutual Fund,,,"14,161",,145,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONGROWTH & INCOME T,Mutual Fund,,,"21,791",,145,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONHIGH-YIELD T,Mutual Fund,,,"4,956",,145,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONMULTI-SECTOR INCME I,Mutual Fund,,,"5,217",,145,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONMULTISECTOR INCOME T,Mutual Fund,,,"11,079",,145,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONOVERSEAS I,Mutual Fund,,,"28,452",,145,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONOVERSEAS T,Mutual Fund,,,"3,208",,145,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONRESEARCH T,Mutual Fund,,,"264,284",,145,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONRESPONS INTL DIV T,Mutual Fund,,,"34,712",,145,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONSMALL CAP VALUE T,Mutual Fund,,,"18,555",,145,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONTRITON T,Mutual Fund,,,"94,360",,145,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JANUS HENDERSONVENTURE T,Mutual Fund,,,"180,641",,145,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JENSEN QUALITY VALUEFUND CLASS J,Mutual Fund,,,"17,900",,145,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JENSEN QUALITYGROWTH FD CL I,Mutual Fund,,,"66,978",,145,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JENSEN QUALITYGROWTH FD CL J,Mutual Fund,,,"97,481",,145,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHCM GLOBAL SELECTADV,Mutual Fund,,,"7,492",,145,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHCM INTERNATIONALSELECT INV,Mutual Fund,,,"51,526",,145,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HAN DISCIPLINEDVALUE MID CAP CL I,Mutual Fund,,,"31,569",,145,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCK BLUECHIP GROWTH CL A,Mutual Fund,,,"29,182",,145,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCK BONDFUND CLASS I,Mutual Fund,,,"380,455",,145,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCK CLASSICVALUE CL A,Mutual Fund,,,"1,484",,145,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCK DISCIPLVAL GLB LONG SHORT A,Mutual Fund,,,"8,708",,145,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCK ESG LRGCAP CORE FUND CL I,Mutual Fund,,,"1,474",,145,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCK FDMTLALL CAP CORE CL I,Mutual Fund,,,"6,870",,145,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCK FDMTLLRG CAP CORE CL A,Mutual Fund,,,"11,931",,145,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCK FINC'LINDUSTRIES CLASS A,Mutual Fund,,,"6,076",,145,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCK IIINTL SM COMPANY A,Mutual Fund,,,"23,864",,145,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCK INTLDYNAMIC GROWTH A,Mutual Fund,,,"1,147",,145,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCK REALESTATE SECURITIES A,Mutual Fund,,,"12,893",,145,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCK SMALLCAP CORE FUND CL A,Mutual Fund,,,12,,145,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCK USGROWTH FUND CL A,Mutual Fund,,,"13,372",,145,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCKINCOME FUND A,Mutual Fund,,,139,,145,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCKINFRASTRUCTURE A,Mutual Fund,,,8,,145,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCKREGIONAL BANK CL A,Mutual Fund,,,"9,275",,145,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JOHN HANCOCKREGIONAL BANK CL I,Mutual Fund,,,"147,291",,145,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JP MORGAN HEDGEDEQUITY 3 FD I,Mutual Fund,,,300,,145,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JP MORGAN INTLHEDGED EQUITY CL A,Mutual Fund,,,376,,145,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN CORE PLUSBOND CLASS I,Mutual Fund,,,"29,207",,146,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN DIVERS MIDCAP GROWTH CLASS I,Mutual Fund,,,"4,286",,146,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN EMERGINGMARKETS EQUITY CL A,Mutual Fund,,,"66,582",,146,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN EQUITY PREMINCOME CL I,Mutual Fund,,,"47,963",,146,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN EQUITYINCOME FUND CL A,Mutual Fund,,,"68,508",,146,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN EQUITYINDEX FUND CLASS A,Mutual Fund,,,"1,906",,146,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN EQUITYPREMIUM INCOME CL A,Mutual Fund,,,"108,343",,146,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN EUROPEDYNAMIC CLASS A,Mutual Fund,,,"3,043",,146,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN GLOBALALLOCATION FUND CL A,Mutual Fund,,,"16,576",,146,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN GROWTHADVANTAGE FUND CL A,Mutual Fund,,,"125,229",,146,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN GRWTH ADVFUND CLASS I,Mutual Fund,,,"5,776",,146,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN HEDGEDEQUITY 2 FUND A,Mutual Fund,,,"81,605",,146,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN HEDGEDEQUITY 3 FUND A,Mutual Fund,,,"105,509",,146,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN HEDGEDEQUITY CLASS A,Mutual Fund,,,"48,599",,146,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN HEDGEDEQUITY CLASS I,Mutual Fund,,,"62,642",,146,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN INCOME FUNDCLASS A,Mutual Fund,,,"12,192",,146,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN INCOME FUNDCLASS I,Mutual Fund,,,"2,756",,146,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN INTERNATLVALUE FUND CLASS A,Mutual Fund,,,600,,146,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN INTERNTLEQUITY FUND CLASS I,Mutual Fund,,,"2,529",,146,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN INVESTORGROWTH & INCOME CL A,Mutual Fund,,,"23,452",,146,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN INVESTORGROWTH FUND CLASS A,Mutual Fund,,,"443,862",,146,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN INVESTORGROWTH FUND CLASS I,Mutual Fund,,,"43,779",,146,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN LARGE CAPGROWTH CLASS A,Mutual Fund,,,"38,056",,146,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN LARGE CAPGROWTH CLASS I,Mutual Fund,,,"634,624",,146,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN LARGE CAPVALUE FUND CLASS A,Mutual Fund,,,"17,924",,146,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN MID CAPGROWTH FUDN CLASS A,Mutual Fund,,,"5,312",,146,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN PREFERREDAND INC SECURITIES I,Mutual Fund,,,"12,438",,146,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN RESEARCHMKT NEUTRAL CLASS A,Mutual Fund,,,"20,906",,146,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN SMALL CAPBLEND CL I,Mutual Fund,,,"4,975",,146,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN SMALL CAPEQUITY FND CLASS I,Mutual Fund,,,"5,014",,146,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN U.S. GARPEQUITY FUND CL A,Mutual Fund,,,"266,047",,146,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN UNDISCOVERDMNG BEHAVIOR CL I,Mutual Fund,,,"1,645",,146,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN US EQUITYFUND CLASS A,Mutual Fund,,,"140,561",,146,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN US LG CAPCORE PLUS CLASS I,Mutual Fund,,,"215,130",,146,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN US RESEARCHENHANCED EQ CL I,Mutual Fund,,,"69,999",,146,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN US SUSTAINLEADERS CL A,Mutual Fund,,,"26,899",,146,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN VALUE ADVFD CLASS L,Mutual Fund,,,"7,070",,146,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,JPMORGAN VALUEADVANTAGE CL A,Mutual Fund,,,"33,591",,146,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,KINETICS GLOBAL FUNDNO LOAD CLASS SHARES,Mutual Fund,,,"27,596",,146,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,KINETICS MARKETOPPORTUNITIES FD,Mutual Fund,,,"460,090",,146,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,KINETICS PARADIGM FDINSTIT CL,Mutual Fund,,,"127,428",,146,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,KINETICS SMALL CAPOPPORTUNITIES,Mutual Fund,,,"1,065,462",,146,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,KINETICS SMALL CAPOPPORTUNITIES INSTL,Mutual Fund,,,"220,510",,146,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,KINETICSPARADIGM FUND,Mutual Fund,,,"980,541",,146,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,KOPERNIK GLOBAL ALLCAP FUND INSTL,Mutual Fund,,,"47,919",,146,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LAZARD EMERGING MKTSEQUITY OPEN CL SHRS,Mutual Fund,,,"1,109",,146,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LAZARD GLOBAL LISTEDINFRASTRUCTE INSTL,Mutual Fund,,,"193,183",,146,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LAZARD GLOBAL LISTEDINFRASTRUCTURE OPEN,Mutual Fund,,,"593,175",,146,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LAZARD INTL STRATEGYEQUITY PORT INTL CL,Mutual Fund,,,"108,144",,146,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LAZARD US EQTY CONCENTRATED PRT OPEN SHS,Mutual Fund,,,"25,684",,146,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LAZARD USSUSTAINABLE EQ OPEN,Mutual Fund,,,397,,147,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LEUTHOLD GRIZZLYSHORT FUND,Mutual Fund,,,"42,773",,147,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LOOMIS SAYLES BONDINSTL,Mutual Fund,,,"112,407",,147,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LOOMIS SAYLES BONDRETAIL SHARES,Mutual Fund,,,"73,273",,147,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LOOMIS SAYLES COREPLUS BD FD CL A,Mutual Fund,,,"29,924",,147,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LOOMIS SAYLES COREPLUS BOND FUND CL Y,Mutual Fund,,,"27,892",,147,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LOOMIS SAYLES GLOBALALLOCATION CLASS Y,Mutual Fund,,,"5,905",,147,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LOOMIS SAYLES GROWTHCL Y,Mutual Fund,,,"5,565",,147,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LOOMIS SAYLES INFLATPROT SEC INST'L,Mutual Fund,,,"3,809",,147,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LOOMIS SAYLES INVSTGRADE BOND CL A,Mutual Fund,,,"39,573",,147,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LOOMIS SAYLES SMALLCAP GRWTH RETAIL,Mutual Fund,,,"3,364",,147,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LOOMIS SAYLESGROWTH CL A,Mutual Fund,,,"59,836",,147,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LORD ABBETT BONDDEBENTURE CLASS A,Mutual Fund,,,"12,041",,147,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LORD ABBETT DEVELOPGROWTH CLASS A,Mutual Fund,,,"127,842",,147,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LORD ABBETT FOCUSEDSMALL CAP VALUE A,Mutual Fund,,,"17,830",,147,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LORD ABBETT GROWTHLEADERS FUND CL A,Mutual Fund,,,"69,820",,147,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LORD ABBETT HIGHYIELD CLASS A,Mutual Fund,,,"2,116",,147,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LORD ABBETT MICROCAP GROWTH FUND A,Mutual Fund,,,"6,721",,147,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LORD ABBETT SHORTDURATION HI YIELD A,Mutual Fund,,,"538,517",,147,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LORD ABBETT SHORTDURATION INCOME CL A,Mutual Fund,,,"29,550",,147,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LORD ABBETTCONVERTIBLE FD CL A,Mutual Fund,,,"5,650",,147,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LSV SMALL CAP VALUEFUND INSTITUTIONAL,Mutual Fund,,,"54,730",,147,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LSV SMALL CAP VALUEFUND INVESTOR,Mutual Fund,,,"3,920",,147,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LSV VALUE EQUITYFUND INVESTOR,Mutual Fund,,,"7,771",,147,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,LSV VALUE EQUITYINSTITUTIONAL,Mutual Fund,,,"104,628",,147,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MACQUARIE ASSETSTRATEGY CL A,Mutual Fund,,,506,,147,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MACQUARIE EMERGMARKETS EQUITY A,Mutual Fund,,,"10,711",,147,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MACQUARIE INTLCORE EQUITY FD CL A,Mutual Fund,,,"142,113",,147,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MACQUARIE LARGECAP GROWTH A,Mutual Fund,,,"17,013",,147,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MACQUARIE MID CAPGROWTH CL A,Mutual Fund,,,455,,147,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MACQUARIE MID CAPINC OPPORTUNITIES A,Mutual Fund,,,"33,226",,147,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MADISON COVERED CALL& EQUITY INC INSTL,Mutual Fund,,,"27,117",,147,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MADISON INVESTORSFUND CL Y,Mutual Fund,,,253,,147,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MADISON MID CAP FUNDCL Y,Mutual Fund,,,"450,435",,147,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MAINGATE MLP FUND CLI,Mutual Fund,,,"9,679",,147,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MAIRS & POWER GROWTHFUND,Mutual Fund,,,"111,011",,147,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MANNING & NAPIER PROBLEND MAX TERM CL S,Mutual Fund,,,"45,589",,147,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MANNING & NAPIERDISCIPL VALUE SER I,Mutual Fund,,,"2,842",,147,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MANNING & NAPIERDISCIPL VALUE SER S,Mutual Fund,,,"118,855",,147,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MANNING & NAPIERHIGH YIELD BD SRS I,Mutual Fund,,,"29,449",,147,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MANNING & NAPIERHIGH YIELD BD SRS S,Mutual Fund,,,"2,351,962",,147,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MANTEIO MULTIALTERNASTRATEGY FD A,Mutual Fund,,,"2,140",,147,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MARSICO FOCUS,Mutual Fund,,,"57,937",,147,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MARSICO GLOBAL FUND,Mutual Fund,,,"49,347",,147,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MARSICO GROWTH FUND,Mutual Fund,,,"5,788",,147,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MARSICO INTERNAT'LOPPORTUNITIES,Mutual Fund,,,"134,687",,147,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MARSICO MIDCAPGROWTH FOCUS INSTL,Mutual Fund,,,"27,635",,147,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATERIALS ULTRASECTPROFUND INVESTOR CL,Mutual Fund,,,"10,413",,147,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEW 25,Mutual Fund,,,743,,147,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEW ASIAN GROWTHAND INCOME INST'L,Mutual Fund,,,"33,714",,147,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS ASIADIVIDEND FUND,Mutual Fund,,,"43,938",,148,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS ASIAGROWTH FUND INV,Mutual Fund,,,"19,955",,148,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS ASIANGROWTH & INCOME FUND,Mutual Fund,,,"340,216",,148,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS ASIANINNOVATORS FD INSTL,Mutual Fund,,,"50,658",,148,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS ASIANINNOVATORS FD INVST,Mutual Fund,,,"277,179",,148,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS CHINA DIVFUND INVESTOR CLASS,Mutual Fund,,,"4,960",,148,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS CHINA FUND,Mutual Fund,,,"319,911",,148,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS CHINA SMALLCOMPANIES FUND INSTL,Mutual Fund,,,"14,001",,148,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS CHINA SMALLCOMPANIES INVESTOR,Mutual Fund,,,"638,827",,148,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS CHINADIVIDEND FD INSTL CL,Mutual Fund,,,"66,312",,148,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS CHINAINST'L,Mutual Fund,,,"99,549",,148,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS EMERG MKTSUSTAIN FUTURE INV,Mutual Fund,,,"14,322",,148,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS EMERG MRKTSSM COMPANIES INSTL,Mutual Fund,,,"33,183",,148,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS EMERG MRKTSSM COMPANIES INVSTR,Mutual Fund,,,"215,273",,148,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS INDIA FUND,Mutual Fund,,,"2,644,245",,148,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS INDIA FUNDINSTITUTIONAL,Mutual Fund,,,"1,033,286",,148,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS JAPANFUND,Mutual Fund,,,"207,742",,148,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS JAPANINST'L CLASS,Mutual Fund,,,"8,254",,148,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MATTHEWS PACIFICTIGER FUND,Mutual Fund,,,"30,393",,148,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MEEDER DYNAMICALLOCATION RETAIL,Mutual Fund,,,"5,253",,148,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MEEDER MUIRFIELD,Mutual Fund,,,"25,969",,148,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,MERGER FUND CLASS A,Mutual Fund,,,"13,278",,148,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,METROPOLITAN WESTHIGH YIELD BOND CL I,Mutual Fund,,,"2,626",,148,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
