sponsor_ein,plan_number,plan_year,sponsor,plan_name,sponsor_plan_key,issuer_name,investment_description,asset_type,morningstar_ticker,par_value,cost,current_value,units_or_shares,page_number,row_id,confidence,pdf_stem
,001,2024,,20220708124640Nal0018324257001,,ABBVIE INC,ABBVIE INC,Other,,3.8% 15 Mar 2025,,"1,154,957",,253,7,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABBVIE INC,ABBVIE INC,Other,,4.7% 14 May 2045,,"1,985,007",,253,8,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ACUITY BRANDS LIGHTING,"1,855,000",Other,,2.15% 15 Dec 2030,,"1,808,115",,253,9,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AEP TEXAS INC,AEP TEXAS INC,Other,,3.45% 15 Jan 2050,,"1,006,995",,253,10,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AERCAP IRELAND CAPGLOBA,"2,695,000",Other,,1.65% 29 Oct 2024,,"2,690,112",,253,11,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AERCAP IRELAND CAPGLOBA,"670,000",Other,,2.875% 14 Aug 2024,,"689,138",,253,12,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AERCAP IRELAND CAPGLOBA,"965,000",Other,,3.4% 29 Oct 2033,,"982,480",,253,13,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AIR LEASE CORP,AIR LEASE CORP,Other,,2.875% 15 Jan 2026,,"1,758,605",,253,14,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AIR PRODUCTS CHEMICALS,"1,950,000",Other,,1.5% 15 Oct 2025,,"1,956,190",,253,15,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AIRCASTLE LTD,AIRCASTLE LTD,Other,,5% 01 Apr 2023,,"1,852,782",,253,16,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ALEXANDRIA REAL ESTATE E,"765,000",Real Estate,,3% 18 May 2051,,"755,552",,253,17,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ALIBABA GROUP HOLDING,"300,000",Other,,2.7% 09 Feb 2041,,"273,822",,253,18,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ALIBABA GROUP HOLDING,"555,000",Other,,4% 06 Dec 2037,,"601,604",,253,19,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ALLSTATE CORP,ALLSTATE CORP,Other,,3.28% 15 Dec 2026,,"2,131,917",,253,20,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ALPHABET INC,ALPHABET INC,Other,,2.05% 15 Aug 2050,,"441,755",,253,21,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ALPHABET INC,ALPHABET INC,Other,,2.25% 15 Aug 2060,,"374,268",,253,22,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ALTRIA GROUP INC,ALTRIA GROUP INC,Other,,3.4% 04 Feb 2041,,"668,766",,253,23,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ALTRIA GROUP INC,ALTRIA GROUP INC,Other,,5.375% 31 Jan 2044,,"1,194,638",,253,24,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMAZONCOM INC,AMAZON.COM INC,Other,,1.5% 03 Jun 2030,,"1,787,933",,253,26,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMAZONCOM INC,AMAZON.COM INC,Other,,3.1% 12 May 2051,,"1,014,241",,253,27,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMAZONCOM INC,AMAZON.COM INC,Other,,4.8% 05 Dec 2034,,"945,071",,253,28,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMEREN CORP,AMEREN CORP,Other,,3.5% 15 Jan 2031,,"1,084,072",,253,29,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMERICA MOVIL SAB DE CV,"760,000",Other,,6.125% 30 Mar 2040,,"1,066,308",,253,30,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMERICAN CAMPUS CMNTYS,"1,120,000",Other,,3.875% 30 Jan 2031,,"1,240,347",,253,31,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMERICAN EXPRESS CO,"2,480,000",Other,,3.4% 22 Feb 2024,,"2,600,840",,253,32,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMERICAN INTL GROUP,"1,485,000",Other,,3.75% 10 Jul 2025,,"1,588,979",,253,33,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,INC OH,INC OH,Other,,7.834% 15 Feb 2041,,"851,511",,253,36,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMERICAN TOWER CORP,AMERICAN TOWER CORP,Other,,3.5% 31 Jan 2023,,"1,360,592",,253,38,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMERICAN WATER CAPITAL C,"710,000",Other,,4.15% 01 Jun 2049,,"838,009",,253,39,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMGEN INC,AMGEN INC,Other,,3% 15 Jan 2052,,"1,106,136",,253,40,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMGEN INC,AMGEN INC,Other,,3.15% 21 Feb 2040,,"205,103",,253,41,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMGEN INC,AMGEN INC,Other,,4.4% 01 May 2045,,"871,084",,253,43,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ANHEUSER BUSCH COINBEV,"3,090,000",Other,,4.9% 01 Feb 2046,,"3,905,559",,253,44,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,APPLE INC,APPLE INC,Other,,2.375% 08 Feb 2041,,"863,694",,253,46,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,APPLE INC,APPLE INC,Other,,2.55% 20 Aug 2060,,"431,988",,253,47,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,APPLE INC,APPLE INC,Other,,2.65% 08 Feb 2051,,"432,611",,253,48,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,APPLE INC,APPLE INC,Other,,3.2% 11 May 2027,,"1,558,361",,253,49,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,APPLE INC,APPLE INC,Other,,3.75% 13 Nov 2047,,"862,625",,253,50,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AGREE REALTY CORP,AGREE REALTY CORP,Other,,,,"5,141,203",,277,6,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ALEXANDER S INC,ALEXANDER S INC,Other,,,,"645,804",,277,8,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,APPLE HOSPITALITY REIT INC,APPLE HOSPITALITY REIT INC,Other,,,,"3,666,712",,277,19,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,BROADSTONE NET LEASE INC,BROADSTONE NET LEASE INC,Other,,,,"4,167,280",,277,28,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,COREPOINT LODGING INC,COREPOINT LODGING INC,Other,,,,"676,670",,277,36,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,DJ US REAL ESTATE MAR22,XCBT 20220318,Real Estate,,,,"310,860",,277,48,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABBVIE INC,ABBVIE INC,Other,,,,"3,045,452",,281,4,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABBVIE INC,ABBVIE INC,Other,,,,"901,801",,281,6,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABU DHABI CRUDE OIL,4.6% 02 Nov 2047,Other,,,,"1,503,624",,281,7,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AERCAP IRELAND CAPGLOBA,3% 29 Oct 2028,Other,,,,"3,408,510",,281,9,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMEREN CORP,AMEREN CORP,Other,,,,"1,008,299",,281,11,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMERICA MOVIL SAB DE CV,3.625% 22 Apr 2029,Other,,,,"2,800,781",,281,12,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMERICAN ELECTRIC POWER,0.75% 01 Nov 2023,Other,,,,"413,133",,281,13,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMERICAN INTL GROUP,4.5% 16 Jul 2044,Other,,,,"2,171,222",,281,16,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,RECEIVA,0.76% 18 Aug 2026,Other,,,,"2,288,089",,281,18,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMGEN INC,AMGEN INC,Other,,,,"779,060",,281,19,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMGEN INC,AMGEN INC,Other,,,,"1,248,769",,281,20,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ANGLO AMERICAN CAPITAL,2.875% 17 Mar 2031,Other,,,,"2,534,986",,281,22,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ANHEUSER BUSCH COINBEV,4.7% 01 Feb 2036,Other,,,,"715,638",,281,23,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ANHEUSER BUSCH COINBEV,4.9% 01 Feb 2046,Other,,,,"265,426",,281,24,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AON CORPAON GLOBAL HOLD 26 02 Dec 2031,AON CORP/AON GLOBAL HOLD 2.6% 02 Dec 2031,Other,,,,"1,241,219",,281,25,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,APPLE INC,APPLE INC,Other,,,,"2,630,318",,281,26,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ATT INC,AT+T INC,Other,,,,"3,919,015",,281,27,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ATT INC,AT+T INC,Other,,,,"284,219",,281,29,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ATT INC,AT+T INC,Other,,,,"533,090",,281,30,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ATHENE GLOBAL FUNDING,1.73% 02 Oct 2026,Mutual Fund,,,,"1,920,767",,281,31,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ATHENE GLOBAL FUNDING,2.673% 07 Jun 2031,Mutual Fund,,,,"1,349,352",,281,32,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,BANK,1.844% 15 Mar 2063,Other,,,,"519,559",,281,33,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,BANK,2.438% 15 Jun 2063,Other,,,,"1,439,413",,281,34,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,BANK,2.47% 15 Sep 2064,Other,,,,"2,903,325",,281,35,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,BANK,2.851% 17 Oct 2052,Other,,,,"719,538",,281,36,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,BANK OF AMERICA CORP,BANK OF AMERICA CORP,Other,,,,"737,328",,281,38,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,BANK OF AMERICA CORP,BANK OF AMERICA CORP,Other,,,,"865,218",,281,39,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,BANK OF AMERICA CORP,BANK OF AMERICA CORP,Other,,,,"2,017,038",,281,41,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,BANK OF AMERICA CORP,BANK OF AMERICA CORP,Other,,,,"2,888,090",,281,42,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,BAXTER INTERNATIONAL INC,BAXTER INTERNATIONAL INC,Other,,,,"2,773,948",,281,43,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,LLC,LLC,Other,,,,"903,565",,289,3,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,90DAY EUR FUTR DEC22,XCME 20221219,Other,,,,"8,325","55,500,000",289,6,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,90DAY EUR FUTR DEC23,XCME 20231218,Other,,,,"190,775","146,750,000",289,7,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,90DAY EUR FUTR JUN23,XCME 20230619,Other,,,,"29,400","24,500,000",289,8,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,90DAY EUR FUTR MAR22,XCME 20220314,Other,,,,"2,513","(50,250,000)",289,9,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABBOTT LABORATORIES,4.75% 30 Nov 2036,Other,,,,"76,567","60,000",289,10,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABBVIE INC,ABBVIE INC,Other,,,,"1,069,192","1,000,000",289,13,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ABBVIE INC,ABBVIE INC,Other,,,,"504,912","420,000",289,14,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AERCAP IRELAND CAPGLOBA,2.45% 29 Oct 2026,Other,,,,"604,920","600,000",289,16,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ALPHABET INC,ALPHABET INC,Other,,,,"374,822","420,000",289,18,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ALTRIA GROUP INC,ALTRIA GROUP INC,Other,,,,"149,752","120,000",289,22,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMAZONCOM INC,AMAZON.COM INC,Other,,,,"522,805","530,000",289,23,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMAZONCOM INC,AMAZON.COM INC,Other,,,,"537,213","530,000",289,24,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMAZONCOM INC,AMAZON.COM INC,Other,,,,"733,146","770,000",289,25,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMAZONCOM INC,AMAZON.COM INC,Other,,,,"587,667","500,000",289,26,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AMERICA MOVIL SAB DE CV,2.875% 07 May 2030,Other,,,,"497,884","480,000",289,27,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ANGLO AMERICAN CAPITAL,4% 11 Sep 2027,Other,,,,"247,286","230,000",289,29,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ANHEUSER BUSCH INBEV WOR 35 01 Jun 2030,ANHEUSER BUSCH INBEV WOR 3.5% 01 Jun 2030,Other,,,,"1,096,051","1,000,000",289,30,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ANHEUSER BUSCH INBEV WOR 435 01 Jun 2040,ANHEUSER BUSCH INBEV WOR 4.35% 01 Jun 2040,Other,,,,"763,957","650,000",289,31,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ANHEUSER BUSCH INBEV WOR 45 01 Jun 2050,ANHEUSER BUSCH INBEV WOR 4.5% 01 Jun 2050,Other,,,,"369,845","300,000",289,32,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ANTHEM INC,ANTHEM INC,Other,,,,"329,118","300,000",289,33,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,APACHE CORP,APACHE CORP,Other,,,,"1,254,300","1,110,000",289,34,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,APPLE INC,APPLE INC,Other,,,,"866,135","890,000",289,35,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ATT INC,AT+T INC,Other,,,,"988,614","1,010,000",289,36,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ATT INC,AT+T INC,Other,,,,"233,314","240,000",289,37,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ATT INC,AT+T INC,Other,,,,"242,135","240,000",289,38,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ATT INC,AT+T INC,Other,,,,"722,613","720,000",289,39,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ATT INC,AT+T INC,Other,,,,"78,665","60,000",289,40,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,AVERY POINT CLO LTD,AVERY POINT CLO LTD,Other,,,,"424,456","424,448",289,41,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,317U743Z7 PIMCO,20221102,Mutual Fund,PODIX,,,"(83,777.47)","(33,500,000)",296,3,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,317U744Z6 PIMCO,2022110,Mutual Fund,PODIX,,,"(35,357)","(33,500,000)",296,5,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ALLY FINANCIAL INC,ALLY FINANCIAL INC,Other,,,,"1,489,989","1,500,000",296,6,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,APEX CREDIT CLO LLC,APEX CREDIT CLO LLC,Other,,,,"1,200,936","1,200,000",296,7,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,ARES CLO LTD,ARES CLO LTD,Other,,,,"1,500,014","1,500,000",296,10,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,LYNCH,1% 15 Sep 2038,Other,,,,"1,299,586","1,300,000",296,13,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,BANK OF AMERICA CORP,BANK OF AMERICA CORP,Other,,,,"1,201,956","1,200,000",296,14,,20220708124640NAL0018324257001
,001,2024,,20220708124640Nal0018324257001,,BANK OF AMERICA CORP,BANK OF AMERICA CORP,Other,,,,"1,278,169","1,300,000",296,15,,20220708124640NAL0018324257001
